metadata: music UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: music,locus: locus,locus: from,locus: to,dimensions: type,dimensions: height,dimensions: max height,dimensions: min height,dimensions: width,dimensions: max width,dimensions: min width,dimensions: unit,people: name(s),people: ID(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Lat_liturg_b_7_music_31,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 52,MS_Lat_liturg_b_7-part52,Gothic notation on staves of 3–4 black lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_32,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 56,MS_Lat_liturg_b_7-part56,"Adiastematic neums, St. Gall type",,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_33,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 57,MS_Lat_liturg_b_7-part57,Square notation on 18 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_34,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 58,MS_Lat_liturg_b_7-part58,Square notation on 16 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_7_music_35,manuscript_6458,Lat_liturg,MS_Lat_liturg_b_7,MS. Lat. liturg. b. 7,part,MS. Lat. liturg. b. 7 – Part 64,MS_Lat_liturg_b_7-part64,Square notation on 17 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_9_music_1,manuscript_6459,Lat_liturg,MS_Lat_liturg_b_9,MS. Lat. liturg. b. 9,manuscript,,MS_Lat_liturg_b_9,Gothic notation on 11 or 17 staves of 3 or 4 red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_14_music_1,manuscript_6448,Lat_liturg,MS_Lat_liturg_b_14,MS. Lat. liturg. b. 14,manuscript,,MS_Lat_liturg_b_14,Square notation on staves of four red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_17_music_1,manuscript_6450,Lat_liturg,MS_Lat_liturg_b_17,MS. Lat. liturg. b. 17,part,,MS_Lat_liturg_b_17-part5,Notation on staves of fourlines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_17_music_2,manuscript_6450,Lat_liturg,MS_Lat_liturg_b_17,MS. Lat. liturg. b. 17,part,,MS_Lat_liturg_b_17-part6,Square notation on staves of 4 lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_c_1_music_1,manuscript_6460,Lat_liturg,MS_Lat_liturg_c_1,MS. Lat. liturg. c. 1,manuscript,,MS_Lat_liturg_c_1,"Square notation on 12 staves of 4 or 5 lines (one red, one yellow).",,,,,,,,,,,,,,,,
MS_Lat_liturg_c_34_music_1,manuscript_6461,Lat_liturg,MS_Lat_liturg_c_34,MS. Lat. liturg. c. 34,manuscript,,MS_Lat_liturg_c_34,"Notation on 8 staves of 4 lines (1 red, 1 yellow).",,,,,,,,,,,,,,,,
MS_Lat_liturg_c_35_music_1,manuscript_6462,Lat_liturg,MS_Lat_liturg_c_35,MS. Lat. liturg. c. 35,manuscript,,MS_Lat_liturg_c_35,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_c_36_music_1,manuscript_6463,Lat_liturg,MS_Lat_liturg_c_36,MS. Lat. liturg. c. 36,manuscript,,MS_Lat_liturg_c_36,Neumatic notation on 19 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_c_37_music_1,manuscript_6464,Lat_liturg,MS_Lat_liturg_c_37,MS. Lat. liturg. c. 37,manuscript,,MS_Lat_liturg_c_37,Pages with music contain 12 staves of 4 lines ruled in red ink,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_1_music_1,manuscript_6466,Lat_liturg,MS_Lat_liturg_d_1,MS. Lat. liturg. d. 1,manuscript,,MS_Lat_liturg_d_1,16 lines or 8 staves of 4 black lines with Gothic notation (2 keys) (van Dijk 1957),,,,,,,,,,,,,,,,
MS_Lat_liturg_d_1_music_1,manuscript_6466,Lat_liturg,MS_Lat_liturg_d_1,MS. Lat. liturg. d. 1,manuscript,,MS_Lat_liturg_d_1,"Gothic neumes of Hufnagel type (double clef simultaneously using c and F is typical of this notation; in the Patrems, minims are introduced by attaching a tail to oblique breves) (DIAMM)",,,,,,,,,,,,,,,DIAMM,https://www.diamm.ac.uk/sources/524/
MS_Lat_liturg_d_3_music_1,manuscript_6470,Lat_liturg,MS_Lat_liturg_d_3,MS. Lat. liturg. d. 3,manuscript,,MS_Lat_liturg_d_3,Notation on staves; neums (see van Dijk 1957),,,,,,,,,,,,,,,,
MS_Lat_liturg_d_5_music_1,manuscript_6481,Lat_liturg,MS_Lat_liturg_d_5,MS. Lat. liturg. d. 5,manuscript,,MS_Lat_liturg_d_5,"Square notation on 9 staves of 4 black or red lines, 216 123",,,,written,216.0,216.0,216.0,123.0,123.0,123.0,mm,,,,,
MS_Lat_liturg_d_5_music_1,manuscript_6481,Lat_liturg,MS_Lat_liturg_d_5,MS. Lat. liturg. d. 5,manuscript,,MS_Lat_liturg_d_5,"fol.108–9: 2 col. of 10 staves of 4 red lines, 215 125",,,,written,215.0,215.0,215.0,125.0,125.0,125.0,mm,,,,,
MS_Lat_liturg_d_5_music_1,manuscript_6481,Lat_liturg,MS_Lat_liturg_d_5,MS. Lat. liturg. d. 5,manuscript,,MS_Lat_liturg_d_5,"The quire with Dominican proses was copied to form part of the volume; 9 staves, 220 140",,,,written,220.0,220.0,220.0,140.0,140.0,140.0,mm,,,,,
MS_Lat_liturg_d_5_music_1,manuscript_6481,Lat_liturg,MS_Lat_liturg_d_5,MS. Lat. liturg. d. 5,manuscript,,MS_Lat_liturg_d_5,"The 2nd kyriale: heavy square notation on 10 long staves (14th cent.), 132 100",,,,written,132.0,132.0,132.0,100.0,100.0,100.0,mm,,,,,
MS_Lat_liturg_d_8_music_1,manuscript_6484,Lat_liturg,MS_Lat_liturg_d_8,MS. Lat. liturg. d. 8,manuscript,,MS_Lat_liturg_d_8,Heavy square notation on 11 staves of 4 red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_1,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,manuscript-composite,MS. Lat. liturg. d. 16 – Part 1 MS. Lat. liturg. d. 16 – Part 2 MS. Lat. liturg. d. 16 – Part 3 MS. Lat. liturg. d. 16 – Part 4 MS. Lat. liturg. d. 16 – Part 5 MS. Lat. liturg. d. 16 – Part 6 MS. Lat. liturg. d. 16 – Part 7 MS. Lat. liturg. d. 16 – Part 8 MS. Lat. liturg. d. 16 – Part 9 MS. Lat. liturg. d. 16 – Part 10 MS. Lat. liturg. d. 16 – Part 11 MS. Lat. liturg. d. 16 – Part 12 MS. Lat. liturg. d. 16 – Part 13 MS. Lat. liturg. d. 16 – Part 14 MS. Lat. liturg. d. 16 – Part 15 MS. Lat. liturg. d. 16 – Part 16 MS. Lat. liturg. d. 16 – Part 17 MS. Lat. liturg. d. 16 – Part 18 MS. Lat. liturg. d. 16 – Part 19 MS. Lat. liturg. d. 16 – Part 20 MS. Lat. liturg. d. 16 – Part 21 MS. Lat. liturg. d. 16 – Part 22 MS. Lat. liturg. d. 16 – Part 23 MS. Lat. liturg. d. 16 – Part 24 MS. Lat. liturg. d. 16 – Part 25 MS. Lat. liturg. d. 16 – Part 26 MS. Lat. liturg. d. 16 – Part 27 MS. Lat. liturg. d. 16 – Part 28 MS. Lat. liturg. d. 16 – Part 29 MS. Lat. liturg. d. 16 – Part 30 MS. Lat. liturg. d. 16 – Part 31 MS. Lat. liturg. d. 16 – Part 32 MS. Lat. liturg. d. 16 – Part 33 MS. Lat. liturg. d. 16 – Part 34 MS. Lat. liturg. d. 16 – Part 35 MS. Lat. liturg. d. 16 – Part 36 MS. Lat. liturg. d. 16 – Part 37 MS. Lat. liturg. d. 16 – Part 38 MS. Lat. liturg. d. 16 – Part 39 MS. Lat. liturg. d. 16 – Part 40 MS. Lat. liturg. d. 16 – Part 41 MS. Lat. liturg. d. 16 – Part 42 MS. Lat. liturg. d. 16 – Part 43 MS. Lat. liturg. d. 16 – Part 44 MS. Lat. liturg. d. 16 – Part 45 MS. Lat. liturg. d. 16 – Part 46 MS. Lat. liturg. d. 16 – Part 47 MS. Lat. liturg. d. 16 – Part 48 MS. Lat. liturg. d. 16 – Part 49 MS. Lat. liturg. d. 16 – Part 50 MS. Lat. liturg. d. 16 – Part 51 MS. Lat. liturg. d. 16 – Part 52 MS. Lat. liturg. d. 16 – Part 53,MS_Lat_liturg_d_16,Notation on staves; neumatic notation on staves; neums (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_2,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 11,MS_Lat_liturg_d_16-part11,Adiastematic non-rhythmical neums,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_3,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 13,MS_Lat_liturg_d_16-part13,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_4,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 14,MS_Lat_liturg_d_16-part14,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_5,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 15,MS_Lat_liturg_d_16-part15,"Adiastematic neums, partly erased and rewritten with Gothic notation on staves of 4 black lines,",,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_6,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 16,MS_Lat_liturg_d_16-part16,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_7,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 18,MS_Lat_liturg_d_16-part18,Adiastematic non-rhythmical neums,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_8,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 21,MS_Lat_liturg_d_16-part21,Some square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_9,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 22,MS_Lat_liturg_d_16-part22,Square notation on 9 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_10,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 26,MS_Lat_liturg_d_16-part26,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_11,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 27,MS_Lat_liturg_d_16-part27,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_12,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 30,MS_Lat_liturg_d_16-part30,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_13,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 31,MS_Lat_liturg_d_16-part31,"Point-neum notation on staves of 4 red lines, each of which is marked with a clef: c.a.f.D.",,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_14,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 33,MS_Lat_liturg_d_16-part33,"Neumatic notation, transitional between gothic notation and point neums, on 12 staves of 4 black lines",,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_15,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 34,MS_Lat_liturg_d_16-part34,Heavy square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_16,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 35,MS_Lat_liturg_d_16-part35,"Adiastematic, non-rhythmical neums added (fol.91)",,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_17,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 37,MS_Lat_liturg_d_16-part37,Square notation on 6 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_18,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 38,MS_Lat_liturg_d_16-part38,Square notation on 7 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_19,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 39,MS_Lat_liturg_d_16-part39,7 staves of 4 red lines without notes,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_20,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 41,MS_Lat_liturg_d_16-part41,"Adiastematic, non-rhythmical neums",,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_21,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 45,MS_Lat_liturg_d_16-part45,Square notation on 12 staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_22,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 47,MS_Lat_liturg_d_16-part47,"Diastematic point-neums on staves of 3 lines (dry point, red and yellow)",,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_23,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 49,MS_Lat_liturg_d_16-part49,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_24,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 50,MS_Lat_liturg_d_16-part50,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_25,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 51,MS_Lat_liturg_d_16-part51,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_16_music_26,manuscript_6468,Lat_liturg,MS_Lat_liturg_d_16,MS. Lat. liturg. d. 16,part,MS. Lat. liturg. d. 16 – Part 52,MS_Lat_liturg_d_16-part52,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_20_music_1,manuscript_6469,Lat_liturg,MS_Lat_liturg_d_20,MS. Lat. liturg. d. 20,manuscript,,MS_Lat_liturg_d_20,8–10 staves of 5 red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_38_music_1,manuscript_6472,Lat_liturg,MS_Lat_liturg_d_38,MS. Lat. liturg. d. 38,manuscript-composite,(binding fragments),MS_Lat_liturg_d_38,"Neums are added in a contemporary hand at fols. 49r, 55v, 61r, etc. Cues of the antiphons with music (Gothic notation on staves of four or five black lines) are added in the margins in a late 14th-century hand (fols. 1r, 8v, 12v, 15r, 20r, 27v, over erasure, etc.); further antiphons are added in a 15th-century hand (fols. 3v, 4r, 18v, 20r, 27v, etc.).",,,,,,,,,,,,,,,,
MS_Lat_liturg_e_1_music_1,manuscript_6486,Lat_liturg,MS_Lat_liturg_e_1,MS. Lat. liturg. e. 1,manuscript,,MS_Lat_liturg_e_1,"Antiphons are added in the margins in 14th-century hands, some with musical notation for the incipits.",,,,,,,,,,,,,,,,
MS_Lat_liturg_e_2_music_1,manuscript_6496,Lat_liturg,MS_Lat_liturg_e_2,MS. Lat. liturg. e. 2,manuscript,,MS_Lat_liturg_e_2,"Adiastematic neumes give cues of the introits in the margins of the Sundays after Pentecost and in Advent (fols. 87v–121r). In the passions (fol. 42v) the parts are indicated by c, f, and t.",,,,,,,,,,,,,,,,
MS_Lat_liturg_e_3_music_1,manuscript_6498,Lat_liturg,MS_Lat_liturg_e_3,MS. Lat. liturg. e. 3,manuscript-composite,MS. Lat. liturg. e. 3 – Part 1 MS. Lat. liturg. e. 3 – Part 2,MS_Lat_liturg_e_3,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_4_music_1,manuscript_6503,Lat_liturg,MS_Lat_liturg_e_4,MS. Lat. liturg. e. 4,manuscript,,MS_Lat_liturg_e_4,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_7_music_1,manuscript_6515,Lat_liturg,MS_Lat_liturg_e_7,MS. Lat. liturg. e. 7,manuscript,,MS_Lat_liturg_e_7,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_8_music_1,manuscript_6516,Lat_liturg,MS_Lat_liturg_e_8,MS. Lat. liturg. e. 8,manuscript,,MS_Lat_liturg_e_8,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_11_music_1,manuscript_6488,Lat_liturg,MS_Lat_liturg_e_11,MS. Lat. liturg. e. 11,manuscript,,MS_Lat_liturg_e_11,Neums (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_13_music_1,manuscript_6490,Lat_liturg,MS_Lat_liturg_e_13,MS. Lat. liturg. e. 13,manuscript-composite,"MS. Lat. liturg. e. 13 - endleaves (fols. 2–3, 88–9)",MS_Lat_liturg_e_13,Square notation on four-line red staves,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_14_music_1,manuscript_6491,Lat_liturg,MS_Lat_liturg_e_14,MS. Lat. liturg. e. 14,manuscript,,MS_Lat_liturg_e_14,Staves of 4 red lines with square notation,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_16_music_1,manuscript_6492,Lat_liturg,MS_Lat_liturg_e_16,MS. Lat. liturg. e. 16,manuscript,,MS_Lat_liturg_e_16,8 staves of four red lines with fine square notation,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_18_music_1,manuscript_6494,Lat_liturg,MS_Lat_liturg_e_18,MS. Lat. liturg. e. 18,manuscript,,MS_Lat_liturg_e_18,"gothic notation, usually on staves of four black lines but at the end of pieces and for shorter phrases without staves.",,,,,,,,,,,,,,,,
MS_Lat_liturg_e_39_music_1,manuscript_6502,Lat_liturg,MS_Lat_liturg_e_39,MS. Lat. liturg. e. 39,manuscript,,MS_Lat_liturg_e_39,Square notation on staves of four red lines,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_4_music_1,manuscript_6544,Lat_liturg,MS_Lat_liturg_f_4,MS. Lat. liturg. f. 4,manuscript,,MS_Lat_liturg_f_4,"Gothic notation (red and black), adiastematic, diastematic, and on 4 or 5 black lines.",,,,,,,,,,,,,,,,
MS_Lat_liturg_f_5_music_1,manuscript_6545,Lat_liturg,MS_Lat_liturg_f_5,MS. Lat. liturg. f. 5,manuscript,,MS_Lat_liturg_f_5,The Genealogy of Christ according to St. Matthew (fol. 4) with musical notation.,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_10_music_1,manuscript_6519,Lat_liturg,MS_Lat_liturg_f_10,MS. Lat. liturg. f. 10,manuscript,,MS_Lat_liturg_f_10,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_11_music_1,manuscript_6520,Lat_liturg,MS_Lat_liturg_f_11,MS. Lat. liturg. f. 11,manuscript-composite,,MS_Lat_liturg_f_11,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_16_music_1,manuscript_6525,Lat_liturg,MS_Lat_liturg_f_16,MS. Lat. liturg. f. 16,manuscript,,MS_Lat_liturg_f_16,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_25_music_1,manuscript_6534,Lat_liturg,MS_Lat_liturg_f_25,MS. Lat. liturg. f. 25,manuscript-composite,MS. Lat. liturg. f. 25 – Part 1 MS. Lat. liturg. f. 25 – Part 2 MS. Lat. liturg. f. 25 – Part 3,MS_Lat_liturg_f_25,Notation on staves (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_25_music_2,manuscript_6534,Lat_liturg,MS_Lat_liturg_f_25,MS. Lat. liturg. f. 25,part,MS. Lat. liturg. f. 25 – Part 1,MS_Lat_liturg_f_25-part1,Four-line red staves,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_25_music_3,manuscript_6534,Lat_liturg,MS_Lat_liturg_f_25,MS. Lat. liturg. f. 25,part,MS. Lat. liturg. f. 25 – Part 3,MS_Lat_liturg_f_25-part3,Musical notation.,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_26_music_1,manuscript_6535,Lat_liturg,MS_Lat_liturg_f_26,MS. Lat. liturg. f. 26,manuscript,,MS_Lat_liturg_f_26,Square notation on 13 staves of 3 or 4 red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_28_music_1,manuscript_6537,Lat_liturg,MS_Lat_liturg_f_28,MS. Lat. liturg. f. 28,manuscript,,MS_Lat_liturg_f_28,Music (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_liturg_g_1_music_1,manuscript_6550,Lat_liturg,MS_Lat_liturg_g_1,MS. Lat. liturg. g. 1,manuscript,,MS_Lat_liturg_g_1,Square notation on staves of four red lines.,,,,,,,,,,,,,,,,
MS_Lat_liturg_g_7_music_1,manuscript_6555,Lat_liturg,MS_Lat_liturg_g_7,MS. Lat. liturg. g. 7,manuscript,,MS_Lat_liturg_g_7,"Square notation on four-line staves beginning at fol. 108r, a memory aid providing the first lines only.",,,,,,,,,,,,,,,,
MS_Lat_misc_a_3_music_1,manuscript_6558,Lat_misc,MS_Lat_misc_a_3,MS. Lat. misc. a. 3,manuscript-composite,MS. Lat. misc. a. 3 – Part 1 MS. Lat. misc. a. 3 – Part 2 MS. Lat. misc. a. 3 – Part 3 MS. Lat. misc. a. 3 – Part 4 MS. Lat. misc. a. 3 – Part 5 MS. Lat. misc. a. 3 – Part 6 MS. Lat. misc. a. 3 – Part 7 MS. Lat. misc. a. 3 – Part 8 MS. Lat. misc. a. 3 – Part 9 MS. Lat. misc. a. 3 – Part 10 MS. Lat. misc. a. 3 – Part 11 MS. Lat. misc. a. 3 – Part 12 MS. Lat. misc. a. 3 – Part 13 MS. Lat. misc. a. 3 – Part 14 (fol. 20) MS. Lat. misc. a. 3 – Part 15 MS. Lat. misc. a. 3 – Part 16 MS. Lat. misc. a. 3 – Part 17 MS. Lat. misc. a. 3 – Part 18 MS. Lat. misc. a. 3 – Part 19 MS. Lat. misc. a. 3 – Part 20 MS. Lat. misc. a. 3 – Part 21 MS. Lat. misc. a. 3 – Part 22 MS. Lat. misc. a. 3 – Part 23 MS. Lat. misc. a. 3 – Part 24 MS. Lat. misc. a. 3 – Part 25 MS. Lat. misc. a. 3 – Part 26 MS. Lat. misc. a. 3 – Part 27 MS. Lat. misc. a. 3 – Part 28 MS. Lat. misc. a. 3 – Part 29 MS. Lat. misc. a. 3 – Part 30 MS. Lat. misc. a. 3 – Part 31 MS. Lat. misc. a. 3 – Part 32 MS. Lat. misc. a. 3 – Part 33 MS. Lat. misc. a. 3 – Part 34 MS. Lat. misc. a. 3 – Part 35 MS. Lat. misc. a. 3 – Part 36 MS. Lat. misc. a. 3 – Part 37 MS. Lat. misc. a. 3 – Part 38 MS. Lat. misc. a. 3 – Part 39 MS. Lat. misc. a. 3 – Part 40 MS. Lat. misc. a. 3 – Part 41 MS. Lat. misc. a. 3 – Part 42 MS. Lat. misc. a. 3 – Part 43 MS. Lat. misc. a. 3 – Part 44 MS. Lat. misc. a. 3 – Part 45 MS. Lat. misc. a. 3 – Part 46 MS. Lat. misc. a. 3 – Part 47 MS. Lat. misc. a. 3 – Part 48 MS. Lat. misc. a. 3 – Part 49 MS. Lat. misc. a. 3 – Part 50 MS. Lat. misc. a. 3 – Part 51 MS. Lat. misc. a. 3 – Part 52 MS. Lat. misc. a. 3 – Part 53 MS. Lat. misc. a. 3 – Part 54 MS. Lat. misc. a. 3 – Part 55 MS. Lat. misc. a. 3 – Part 56 MS. Lat. misc. a. 3 – Part 57 MS. Lat. misc. a. 3 – Part 58 MS. Lat. misc. a. 3 – Part 59 MS. Lat. misc. a. 3 – Part 60 MS. Lat. misc. a. 3 – Part 61 MS. Lat. misc. a. 3 – Part 62 MS. Lat. misc. a. 3 – Part 63 MS. Lat. misc. a. 3 – Part 64 MS. Lat. misc. a. 3 – Part 65 MS. Lat. misc. a. 3 – Part 66 MS. Lat. misc. a. 3 – Part 67 MS. Lat. misc. a. 3 – Part 68 MS. Lat. misc. a. 3 – Part 69 MS. Lat. misc. a. 3 – Part 70 MS. Lat. misc. a. 3 – Part 71 MS. Lat. misc. a. 3 – Part 72 MS. Lat. misc. a. 3 – Part 73 MS. Lat. misc. a. 3 – Part 74 MS. Lat. misc. a. 3 – Part 75 MS. Lat. misc. a. 3 – Part 76 MS. Lat. misc. a. 3 – Part 77 (fol. 112) MS. Lat. misc. a. 3 – Part 78 MS. Lat. misc. a. 3 – Part 79 MS. Lat. misc. a. 3 – Part 80 MS. Lat. misc. a. 3 – Part 81 MS. Lat. misc. a. 3 – Part 82 MS. Lat. misc. a. 3 – Part 83 MS. Lat. misc. a. 3 – Part 84 MS. Lat. misc. a. 3 – Part 85 MS. Lat. misc. a. 3 – Part 86 MS. Lat. misc. a. 3 – Part 87,MS_Lat_misc_a_3,Notation on staves; neums (see van Dijk 1957).,,,,,,,,,,,,,,,,
MS_Lat_misc_b_15_music_1,manuscript_6562,Lat_misc,MS_Lat_misc_b_15,MS. Lat. misc. b. 15,part,MS. Lat. misc. b. 15 – Part 7,MS_Lat_misc_b_15-part7,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
MS_Lat_misc_b_15_music_2,manuscript_6562,Lat_misc,MS_Lat_misc_b_15,MS. Lat. misc. b. 15,part,MS. Lat. misc. b. 15 – Part 10,MS_Lat_misc_b_15-part10,Square notation on staves of 4 red lines,,,,,,,,,,,,,,,,
