metadata: binding UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part ID,overview: binding,overview: condition,overview: decoration,date: contemporary,date: when,date: not before,date: not after,date: certainty,date: calendar,dimensions: height,dimensions: height max,dimensions: height min,dimensions: width,dimensions: width max,dimensions: width min,dimensions: depth,dimensions: depth max,dimensions: depth min,dimensions: unit,dimensions: converted
St_Johns_College_MS_87_binding_1,manuscript_12087,St_Johns_College,St_Johns_College_MS_87,St John's College MS 87,St_Johns_College_MS_87,"A modern replacement. Sewn on five thongs. At the front, one modern paper flyleaf; at the rear, one modern paper flyleaf (iv, sewn to the stub following iii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_88_binding_1,manuscript_12088,St_Johns_College,St_Johns_College_MS_88,St John's College MS 88,St_Johns_College_MS_88,"A modern replacement. Sewn on five thongs. At the front, a heavy modern grey paper flyleaf and two more of modern paper; at the rear, two modern paper flyleaves and another of grey paper (iii bis–v).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_89_binding_1,manuscript_12089,St_Johns_College,St_Johns_College_MS_89,St John's College MS 89,St_Johns_College_MS_89,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, a medieval vellum flyleaf (a former pastedown), two modern paper flyleaves, and another marbled paper leaf (iv–vii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_92_binding_1,manuscript_12092,St_Johns_College,St_Johns_College_MS_92,St John's College MS 92,St_Johns_College_MS_92,"Plain brown leather over millboards, s. xvii, rebacked, with a plain stamped fillet with floral stamps in the corners. Sewn on three thongs. Gold ‘92’ in the top compartment of the spine, a black ink notation on the leading edges, but not the full shelfmark. Endleaves and pastedowns marbled paper, a College bookplate on the front pastedown. At the front, the marbled leaf and two modern paper flyleaves; at the rear, one paper flyleaf and another marbled leaf (iv–v).",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_93_binding_1,manuscript_12093,St_Johns_College,St_Johns_College_MS_93,St John's College MS 93,St_Johns_College_MS_93,"Limp vellum with two string ties to close the book, s. xvii? Sewn on four thongs. At the head of the spine, ‘93’ in black ink on a paper lozenge pasted on, above it ‘Gesta Romanorum’; the number also in black ink on the front cover and rather indistinctly on the leading edges. Pastedowns modern paper, on the front one a College bookplate. At the front, a modern paper flyleaf; at the rear, a modern paper flyleaf (ii); in addition, an old vellum flyleaf (fol. 39) between the two MSS.",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_94_binding_1,manuscript_12094,St_Johns_College,St_Johns_College_MS_94,St John's College MS 94,St_Johns_College_MS_94,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf; two modern paper flyleaves, and one medieval vellum leaf (probably a former pastedown, now pasted to a vellum stub); at the rear, two modern paper flyleaves, and another marbled paper leaf (vi–viii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_95_binding_1,manuscript_12095,St_Johns_College,St_Johns_College_MS_95,St John's College MS 95,St_Johns_College_MS_95,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_96_binding_1,manuscript_12096,St_Johns_College,St_Johns_College_MS_96,St John's College MS 96,St_Johns_College_MS_96,"A modern replacement. Sewn on two thongs. At the front, a marbled paper leaf and two medieval vellum flyleaves; at the rear, only another marbled leaf (iv).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_97_binding_1,manuscript_12097,St_Johns_College,St_Johns_College_MS_97,St John's College MS 97,St_Johns_College_MS_97,"Brown leather over millboards, with a simple gold fillet, s. xvii. Sewn on five thongs. Black ink ‘97’ on a paper lozenge at the head of the spine, in black ink on the leading edges. Pastedowns old vellum, on the front one a College bookplate, various notes on both (see Provenance below). These date from a binding of s. xv, where the thongs were pegged two to a hole, as in Pollard’s figure 6. At the front, two modern paper flyleaves and two medieval vellum ones (the first, fol. iii, has some offset from the current front pastedown); at the rear, at least two modern paper flyleaves (v–vi). Fols. 97–8 appear to have been flyleaves in an earlier binding; they are extraneous to the quiring of the book, and their page rules differ from those elsewhere, a writing area 215 130 in 35 long lines.",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_98_binding_1,manuscript_12098,St_Johns_College,St_Johns_College_MS_98,St John's College MS 98,St_Johns_College_MS_98,"Reversed calf over millboards, with a simple fillet, s. xvii. Sewn on four thongs. String ties on both boards to keep the book closed; a chain-staple mark in Watson’s position 6. ‘98’ in black ink on a paper lozenge at the head of the spine, in black ink on leading edges. Manuscript pastedowns, a College bookplate on the front one. At the front, two modern paper flyleaves (the first only half the page vertically) and two medieval vellum flyleaves from an earlier binding (fols. 1–2); at the rear one paper flyleaf (iii).; Pastedowns: from a breviary on each board a portion of a bifolium, neither sheet complete. The fullest leaves (at the top on both boards) overall 182 surviving mm 137–43 writing area 162–7 surviving mm 103 , in 27–9 long lines. The upper leaf on the lower board includes part of John 6, a reading for the third nocturn on Corpus Christi, ed. BrevSar, 1070.",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_99_binding_1,manuscript_12099,St_Johns_College,St_Johns_College_MS_99,St John's College MS 99,St_Johns_College_MS_99,"A modern replacement. Sewn on five thongs. At the front, a modern marbled paper flyleaf, two modern paper flyleaves, and a medieval vellum leaf; at the rear, two modern paper flyleaves and another marbled leaf (v–vii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_100_binding_1,manuscript_12100,St_Johns_College,St_Johns_College_MS_100,St John's College MS 100,St_Johns_College_MS_100,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled paper leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_101_binding_1,manuscript_12101,St_Johns_College,St_Johns_College_MS_101,St John's College MS 101,St_Johns_College_MS_101,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two modern paper leaves and another marbled paper leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_102_binding_1,manuscript_12102,St_Johns_College,St_Johns_College_MS_102,St John's College MS 102,St_Johns_College_MS_102,"Dark brown leather, s. xvii, over millboards with a gold fillet on both boards. Sewn on five thongs. Gold ‘102’ at the head of the spine, in ink on the leading edges. Pastedowns modern paper, a College bookplate on the front pastedown. At the front, two modern paper flyleaves and two medieval vellum flyleaves, both ruled as the pages of text 1, the bottom half of the second (fol. iv) cut away; at the rear, two modern paper flyleaves (v–vi).",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_104_binding_1,manuscript_12104,St_Johns_College,St_Johns_College_MS_104,St John's College MS 104,St_Johns_College_MS_104,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, two modern paper flyleaves, and a medieval vellum flyleaf (fol. iv); at the rear, a medieval vellum flyleaf (probably a former pastedown), two modern paper flyleaves, and another marbled paper leaf (v–viii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_106_binding_1,manuscript_12106,St_Johns_College,St_Johns_College_MS_106,St John's College MS 106,St_Johns_College_MS_106,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two modern paper leaves; at the rear, two modern paper leaves and another marbled leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_108_binding_1,manuscript_12108,St_Johns_College,St_Johns_College_MS_108,St John's College MS 108,St_Johns_College_MS_108,"A limp vellum wrapper, s. xvi, with two rag ties to hold the book shut. Sewn on three thongs. Gold ‘108’ at the head of the spine, in black ink on the leading edges. Pastedowns modern paper, a College bookplate on the front pastedown. At the front, one modern paper flyleaf and three medieval vellum ones (apparently fols. ii + iv are a bifolium, fol. iii single and followed by its stub); at the rear, one medieval vellum flyleaf and one modern paper one (v–vi). When Coxe described the MS, it included flyleaves (s. xv3/4) from a commentary on Paul’s epistles to Timothy. These have now been removed and form MS 235, frag. nos. 112–13.",,,,,1500,1600,,,,,,,,,,,,,
St_Johns_College_MS_109_binding_1,manuscript_12109,St_Johns_College,St_Johns_College_MS_109,St John's College MS 109,St_Johns_College_MS_109,"A modern replacement. Sewn on six thongs. At the front, a marbled paper leaf and one modern paper flyleaf, at the rear, a medieval vellum flyleaf (probably a former pastedown) and another marbled paper leaf (iii–iv).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_110_binding_1,manuscript_12110,St_Johns_College,St_Johns_College_MS_110,St John's College MS 110,St_Johns_College_MS_110,"Brown leather over millboards, with a stamped fillet, s. xvii. Sewn on six thongs. Gold ‘110’ in the top compartment of the spine, in black ink on the leading edges. All edges red-coloured. At the front, one paper flyleaf and one vellum flyleaf (probably a former pastedown); at the rear, one paper flyleaf (iii).",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_110_binding_2,manuscript_12110,St_Johns_College,St_Johns_College_MS_110,St John's College MS 110,St_Johns_College_MS_110,"Modern paper pastedowns, a College bookplate on the front pastedown.",,,,,1700,,,,,,,,,,,,,,
St_Johns_College_MS_111_binding_1,manuscript_12111,St_Johns_College,St_Johns_College_MS_111,St John's College MS 111,St_Johns_College_MS_111,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, one medieval vellum flyleaf (probably an old pastedown), mounted on paper, one modern paper flyleaf, and another marbled leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_112_binding_1,manuscript_12112,St_Johns_College,St_Johns_College_MS_112,St John's College MS 112,St_Johns_College_MS_112,"Reddish-brown leather re-covering over millboards, with a stamped fillet, s. xix. Sewn on five thongs. Gold ‘112’ at the top of the spine, smeared traces in black ink on the leading edges. Old vellum pastedowns, a College bookplate on the front one. At the front, eight vellum leaves from MS and a modern vellum flyleaf, at the rear, fols. x and xi are part of manuscript 2 (fol. xi a pastedown in an earlier binding), fol. xii a vellum flyleaf, and fols. xiii–xxiv from MS (the last having been used as a pastedown).",,,,,1800,1900,,,,,,,,,,,,,
St_Johns_College_MS_113_binding_1,manuscript_12113,St_Johns_College,St_Johns_College_MS_113,St John's College MS 113,St_Johns_College_MS_113,"A modern replacement. Sewn on five thongs. The front pastedown has a mark left by a chain-staple in Watson’s position 6. At the front, two medieval vellum flyleaves; at the rear, one modern paper leaf (iv).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_114_binding_1,manuscript_12114,St_Johns_College,St_Johns_College_MS_114,St John's College MS 114,St_Johns_College_MS_114,"Dark brown leather over wood, s. xvi, with a stamped border, bearing Oldham’s roll HM.b (3) (no. 795, plate xlviii), when in isolation identifiable with the London binder ‘H.D.’ 1554 × 1576 (52).; In the centre of the board, the initials ‘RT’ (see Provenance below).; Sewn on three thongs.; Straps and clasps removed and their seatings on both upper and lower board repaired.; Rebacked.; Gold ‘114’ at the head of the spine, in black ink on the leading edges.; Pastedowns old vellum, a College bookplate on the front pastedown.; At the front, one modern paper flyleaf; at the rear, a medieval vellum flyleaf (ii).",,,,,1500,1600,,,,,,,,,,,,,
St_Johns_College_MS_115_binding_1,manuscript_12115,St_Johns_College,St_Johns_College_MS_115,St John's College MS 115,St_Johns_College_MS_115,"Dark brown leather over millboards, with a stamped fillet on both boards, s. xvii. Sewn on four thongs. Gold ‘115’ at the head of the spine; in black ink on the leading edges, also spattered with a bit of red. Pastedowns modern paper, a College bookplate on the front pastedown. At the front, two modern paper fly- leaves; at the rear; two more (iii–iv).",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_116_binding_1,manuscript_12116,St_Johns_College,St_Johns_College_MS_116,St John's College MS 116,St_Johns_College_MS_116,"Dark brown leather over millboards, stamped gold fillet, s. xvii. Sewn on five thongs. At the head of the spine ‘116’ on a paper lozenge; in black ink on the leading edges. The front pastedown is old paper (with extensive notes, s. xv ex., listing the works of Seneca, with some brief commentary); the back pastedown modern paper. At the front, two modern paper flyleaves and one of medieval vellum, with nail-holes and rust near the corners, perhaps from attachments for ties; at the rear, one medieval vellum flyleaf, perhaps an earlier pastedown, and one modern paper flyleaf (iv–v).",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_117_binding_1,manuscript_12117,St_Johns_College,St_Johns_College_MS_117,St John's College MS 117,St_Johns_College_MS_117,"Brown leather over millboards, with a stamped gold fillet, s. xvii. Sewn on five thongs. Inked ‘117’ (partly defaced) on a paper lozenge at the head of the spine, in black ink on the leading edges. Pastedowns of old paper, on the front one the nail-holes and verdigris from a chain-staple in Watson’s position 6, as well as a College bookplate. At the front, two modern paper flyleaves and one medieval vellum one (waste from the MS, ruled on both sides); at the rear, another medieval vellum flyleaf (waste like the previous one, but this example was formerly a pastedown) and two modern paper flyleaves (iv–vi).",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_118_binding_1,manuscript_12118,St_Johns_College,St_Johns_College_MS_118,St John's College MS 118,St_Johns_College_MS_118,"Brown leather over millboards with a stamped gold fillet, s. xvii. Sewn on five thongs. Black ink ‘118’ on a paper lozenge at the top of the spine, in black ink on the leading edges. Pastedowns old vellum, on the front one a College bookplate and filled nail-holes and rust from two strap fittings, on the rear ‘Saffrey’ (s. xv). At the front, two modern paper fly-leaves, one medieval vellum one, with another (torn) College bookplate; at the rear, one medieval vellum flyleaf (probably a former pastedown) and two modern paper flyleaves.",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_119_binding_1,manuscript_12119,St_Johns_College,St_Johns_College_MS_119,St John's College MS 119,St_Johns_College_MS_119,"Brown leather over millboards, with a gold-stamped fillet, s. xvii. Sewn on five thongs. Black ink ‘119’ on a paper lozenge at the top of the spine, in black ink on the leading edges. Pastedowns modern paper, a College bookplate on the front pastedown. At the front and rear (iv–v), two modern paper flyleaves (still uncut at the top).",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_120_binding_1,manuscript_12120,St_Johns_College,St_Johns_College_MS_120,St John's College MS 120,St_Johns_College_MS_120,"A modern replacement. Sewn on two thongs. At the front, a modern marbled paper leaf and one modern paper flyleaf; at the rear, another marbled paper leaf (iii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_121_binding_1,manuscript_12121,St_Johns_College,St_Johns_College_MS_121,St John's College MS 121,St_Johns_College_MS_121,"A modern replacement. Sewn on five thongs. Pastedowns are medieval vellum, a College bookplate on the front pastedown, the rear one a ruled waste sheet from the MS, its original final leaf. The front pastedown has holes and verdigris stains, probably from a chain-staple in Watson’s position 6. At the front, two medieval vellum flyleaves; no extra leaves at the rear.",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_123_binding_1,manuscript_12123,St_Johns_College,St_Johns_College_MS_123,St John's College MS 123,St_Johns_College_MS_123,"Brown leather over wood, s. xvi, with rolls and stamps; rebacked, probably s. xviii or xix. The rolls are of oldham’s type HM.g, although not apparently identical to any of the examples illustrated. Sewn on four thongs. Marks left from earlier straps and clasps (the clasp seatings in the lower board fairly recently repaired); inside the front cover, verdigris stains and holes from a chain-staple in Watson’s position 6. Pastedowns of modern paper over earlier cloth. On the front pastedown a paper declaration of gift (see Provenance). At the front, two paper flyleaves; at the rear, a medieval vellum flyleaf and a modern paper one (iii–iv).",,,,,1500,1600,,,,,,,,,,,,,
St_Johns_College_MS_124_binding_1,manuscript_12124,St_Johns_College,St_Johns_College_MS_124,St John's College MS 124,St_Johns_College_MS_124,"A modern replacement, with the spine lacking. Sewn on three thongs. At the front, a modern marbled paper leaf, two modern paper flyleaves, and two medieval vellum ones (the first of these, fol. iv, a pastedown in a fifteenth-century binding on five thongs, the outer pairs pegged two to a hole, as in Pollard’s figure 6); at the rear, two modern paper flyleaves and another marbled paper one (vi–vii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_125_binding_1,manuscript_12125,St_Johns_College,St_Johns_College_MS_125,St John's College MS 125,St_Johns_College_MS_125,"A modern replacement. Sewn on three thongs. At the front, a marbled paper leaf and two modern paper leaves; at the rear; two modern paper flyleaves and another marbled paper one (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_126_binding_1,manuscript_12126,St_Johns_College,St_Johns_College_MS_126,St John's College MS 126,St_Johns_College_MS_126,"A modern replacement. Sewn on five thongs. At the front, a modern paper flyleaf (with a College bookplate on the verso); at the rear a modern paper flyleaf (iii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_127_binding_1,manuscript_12127,St_Johns_College,St_Johns_College_MS_127,St John's College MS 127,St_Johns_College_MS_127,"Brownish leather over millboards, rough grained with a stamped rectangle at the centre, flowers at the corners, and a small floral stamped border around an inner rectangle, s. xvi ex. Sewn on five thongs. Scars on the boards suggest that there were previously ribbon ties to hold the book closed. Gold ‘127’ at the head of the spine, remains of a number in mostly flaked away black ink on the leading edges. Pastedowns modern paper, a College bookplate on the front pastedown. At the front, one modern paper flyleaf at the rear the same (ii).",,,,,1575,1600,,,,,,,,,,,,,
St_Johns_College_MS_128_binding_1,manuscript_12128,St_Johns_College,St_Johns_College_MS_128,St John's College MS 128,St_Johns_College_MS_128,"Brown leather over wood, s. xv ex., with stamps associable with ‘the Floral Binder’, active in Oxford 1477–96; see Oldham, 22–3. The punches are Oldham, plate xviii, nos. 167 and 173. Graham Pollard identifies ‘the Floral Binder’ with a Thomas Uffington of Oxford in ‘The Names of Some English Fifteenth-Century Binders’, The Library 5th ser. 25 (1970), 193–218 at 210. Sewn on five thongs, taken straight into the board and staggered, as in Pollard’s figure 4. Remains of seats for straps and clasps. Gold ‘128’ at the head of the spine, in black ink on the leading edge, along with indication of contents (s. xvii): ‘Dionys Areopag Hierarch | Bemen ..... | Beda ..... ‘ and the old shelfmark ‘L iii’. Pastedowns old vellum, blank; a College bookplate on the front pastedown. At the front, fifteen vellum flyleaves (most early modern, the last two certainly medieval); at the rear; four more medieval vellum flyleaves (xviii–xxi), of which the first three are the first three leaves of a quire, but fol. xxi single, pasted to the rear pastedown. On the back pastedown a note of repairs ‘by Mr. Fifield of the Bodleian Library 4 October 1968’.",,,,,1400,1500,,,,,,,,,,,,,
St_Johns_College_MS_129_binding_1,manuscript_12129,St_Johns_College,St_Johns_College_MS_129,St John's College MS 129,St_Johns_College_MS_129,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, a modern paper flyleaf and a medieval vellum flyleaf (a pastedown in a former binding, with a College bookplate on the verso); at the rear three vellum flyleaves, one of modern paper, and another marbled paper leaf (iv–viii). The third rear vellum flyleaf (fol. vi) has been a pastedown in an earlier binding.",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_130_binding_1,manuscript_12130,St_Johns_College,St_Johns_College_MS_130,St John's College MS 130,St_Johns_College_MS_130,"Brown leather over millboards, s. xvii, with a stamped fillet. Sewn on five thongs. Nail-holes from a chain-staple in Watson’s position 6, as well as slits in both boards from cloth ribbons to close the book. Gold ‘130’ at the top of the spine, in black ink on leading edges with a note of contents ‘Hugo de Foliet…’ On the leading edge of the lower board a pasted paper tab with the old shelfmark ‘38’. Stamped gold dots on the leading edges of both boards and leading and bottom edges red-flecked. Pastedowns modern paper, a College bookplate on the front pastedown. At the front, four paper flyleaves; at the rear one paper flyleaf (v).; Preceding fol. 1, a fragment from the pastedown of an earlier binding, from a noted service book (one line only).",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_131_binding_1,manuscript_12131,St_Johns_College,St_Johns_College_MS_131,St John's College MS 131,St_Johns_College_MS_131,"Modern replacement. Bound on three thongs. At the front, a marbled paper leaf, two modern paper flyleaves, and a medieval vellum flyleaf at the rear, two modern paper flyleaves and another marbled paper leaf (vii–ix).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_132_binding_1,manuscript_12132,St_Johns_College,St_Johns_College_MS_132,St John's College MS 132,St_Johns_College_MS_132,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, two modern paper flyleaves, and two medieval vellum ones (the first a former pastedown, a College bookplate on the verso of the second); at the rear, two modern paper flyleaves and another marbled paper leaf (vii–ix). Fols. 60v and vi are former pastedowns, the latter from a binding sewn on five thongs taken straight into the board and unstaggered, as in Pollard’s figure 3.",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_134_binding_1,manuscript_12134,St_Johns_College,St_Johns_College_MS_134,St John's College MS 134,St_Johns_College_MS_134,"Modern rebinding. Sewn on five thongs. At the front, a marbled paper leaf and two paper flyleaves; at the rear, one medieval vellum flyleaf (probably a former pastedown), two modern paper flyleaves, and another marbled paper leaf (vi–ix).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_135_binding_1,manuscript_12135,St_Johns_College,St_Johns_College_MS_135,St John's College MS 135,St_Johns_College_MS_135,"A modern replacement. Sewn on four thongs. At the front and rear, single modern paper flyleaves.",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_136_binding_1,manuscript_12136,St_Johns_College,St_Johns_College_MS_136,St John's College MS 136,St_Johns_College_MS_136,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_137_binding_1,manuscript_12137,St_Johns_College,St_Johns_College_MS_137,St John's College MS 137,St_Johns_College_MS_137,"A modern rebinding. Sewn on four thongs. At the front, four medieval vellum flyleaves (a four-leaf quire); at the rear, two medieval vellum flyleaves, apparently single (v–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_138_binding_1,manuscript_12138,St_Johns_College,St_Johns_College_MS_138,St John's College MS 138,St_Johns_College_MS_138,"A modern replacement. Sewn on three thongs. At the front, a marbled paper leaf, two modern paper flyleaves, and a mounted vellum fragment; at the rear, two modern paper flyleaves (the first shares the numeration fol. 127 with the stub of an excised vellum leaf to which it is pasted) and another marbled leaf (v–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_139_binding_1,manuscript_12139,St_Johns_College,St_Johns_College_MS_139,St John's College MS 139,St_Johns_College_MS_139,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, one modern paper flyleaf, and one medieval vellum flyleaf (sewn to the stub of a second); at the rear, one modern paper flyleaf and another marbled paper leaf (iv–v).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_140_binding_1,manuscript_12140,St_Johns_College,St_Johns_College_MS_140,St John's College MS 140,St_Johns_College_MS_140,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two paper flyleaves; at the rear, two paper flyleaves and another marbled leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_141_binding_1,manuscript_12141,St_Johns_College,St_Johns_College_MS_141,St John's College MS 141,St_Johns_College_MS_141,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_142_binding_1,manuscript_12142,St_Johns_College,St_Johns_College_MS_142,St John's College MS 142,St_Johns_College_MS_142,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, one modern paper flyleaf and one medieval vellum one (probably a former pastedown); at the rear, one medieval vellum flyleaf, one modern paper flyleaf, and another marbled paper leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_143_binding_1,manuscript_12143,St_Johns_College,St_Johns_College_MS_143,St John's College MS 143,St_Johns_College_MS_143,"Brown leather over millboards, s. xvii?, with stamped centre rectangle with fleur-de-lis at corners. Sewn on five thongs. Gold ‘143’ at the head of the spine; in black ink on the leading edges. Pastedowns modern paper. No flyleaves at the front; at the rear, a single modern paper flyleaf (i).",,,,,1600,1700,,,,,,,,,,,,,
St_Johns_College_MS_144_binding_1,manuscript_12144,St_Johns_College,St_Johns_College_MS_144,St John's College MS 144,St_Johns_College_MS_144,"A modern replacement. Sewn on four thongs. Pastedowns old vellum, a College bookplate on the front pastedown. At the head, one medieval vellum flyleaf, followed by a stub, probably from its conjugate.",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_147_binding_1,manuscript_12147,St_Johns_College,St_Johns_College_MS_147,St John's College MS 147,St_Johns_College_MS_147,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, one modern paper flyleaf, two medieval vellum flyleaves (the first a former pastedown); at the rear, where fol. 264 is a former pastedown, one modern paper flyleaf and another marbled leaf (v–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_149_binding_1,manuscript_12149,St_Johns_College,St_Johns_College_MS_149,St John's College MS 149,St_Johns_College_MS_149,"A modern replacement. Sewn on three thongs. At the front, a marbled paper leaf and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled paper leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_150_binding_1,manuscript_12150,St_Johns_College,St_Johns_College_MS_150,St John's College MS 150,St_Johns_College_MS_150,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf, two modern paper flyleaves, four medieval vellum flyleaves (the first a former pastedown, with a College bookplate on the verso); at the rear, two medieval vellum flyleaves (the second a former pastedown), two modern paper leaves, and another marbled leaf (x–xiv).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_152_binding_1,manuscript_12152,St_Johns_College,St_Johns_College_MS_152,St John's College MS 152,St_Johns_College_MS_152,"A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf (‘1787’ on its verso) and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled paper leaf (fols. iii bis–v).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_153_binding_1,manuscript_12153,St_Johns_College,St_Johns_College_MS_153,St John's College MS 153,St_Johns_College_MS_153,"A modern replacement. Three thongs show on the spine (now loose) but not on the backs of quires. At the front, a marbled paper leaf, two modern paper flyleaves, and two medieval vellum flyleaves (fol. 1 is pasted to the stub of the conjoint of fol. iv, which has a few line-ends on the verso); at the rear, two modern paper flyleaves and another marbled paper leaf (v–vii).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_154_binding_1,manuscript_12154,St_Johns_College,St_Johns_College_MS_154,St John's College MS 154,St_Johns_College_MS_154,"The manuscript was rebound in 2014, as discussed here.; The following is a description of the previous binding: A modern replacement. Sewn on five thongs. At the front, a marbled paper leaf and a modern paper flyleaf; at the rear, a modern paper flyleaf and another marbled leaf (iii–iv).",,,,2014,2014,2014,,,,,,,,,,,,,
St_Johns_College_MS_158_binding_1,manuscript_12158,St_Johns_College,St_Johns_College_MS_158,St John's College MS 158,St_Johns_College_MS_158,"A modern replacement. The loose spine shows four thongs, but the MS was actually sewn on only three. At the front, a marbled paper leaf (dated 1841 on the verso) and two modern paper flyleaves; at the rear, two modern paper flyleaves and another marbled paper leaf (iv–vi).",,,,,1750,1950,,,,,,,,,,,,,
St_Johns_College_MS_163_binding_1,manuscript_12163,St_Johns_College,St_Johns_College_MS_163,St John's College MS 163,St_Johns_College_MS_163,"A modern replacement. Sewn on four thongs. At the front, a marbled paper leaf (dated 1835), a modern paper flyleaf, and a medieval vellum flyleaf pasted to a modern paper leaf; at the rear, a medieval vellum tab, two modern paper flyleaves, and another marbled paper leaf (iv–viii).",,,,,1750,1950,,,,,,,,,,,,,
