metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Holkham_Gr_102_addition_1,manuscript_6120,Holkham_gr,MS_Holkham_Gr_102,MS. Holkham Gr. 102,manuscript,,MS_Holkham_Gr_102,"Explanatory diagrams throughout the text: fol. 4v, 10v, 17r. fol. 22r: Τέλος τοῦ πρώτου. Fol. 45v: (in red ink, very faint): τέλος τέλος/ τέλος /τῶ θεῶ δόξα/ ἀμἠν/ τέλος.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_103_addition_1,manuscript_6121,Holkham_gr,MS_Holkham_Gr_103,MS. Holkham Gr. 103,manuscript,,MS_Holkham_Gr_103,"As with MSS. Holkham Gr. 84, 90, and BL Additional MS 47674 several marginal and interlinear notes mainly in Latin and a few in Greek in hand of Pietro Floriani da Montagnana. Here up to fol. 36r.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_103_addition_2,manuscript_6121,Holkham_gr,MS_Holkham_Gr_103,MS. Holkham Gr. 103,manuscript,,MS_Holkham_Gr_103,"fol. 135v: Initial in red, carmine ink, rest in black ink: τέλος τῶν Φιλοστράτου ἡρωικῶν. Monokondylon in red ink: τέλος.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_104_addition_1,manuscript_6122,Holkham_gr,MS_Holkham_Gr_104,MS. Holkham Gr. 104,manuscript,,MS_Holkham_Gr_104,Several notes mainly by the scribe himself. See e.g. fol. 1r: ἡρακλῆς ἀδηφάγος. Also notes in the same black ink as that which added titles later. See e. g. fol.26v: ὁπως παρὰ ἀνδράστω οἱ ἀριστεῖς/δειπνοῦσιν. etc.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_105_addition_1,manuscript_6123,Holkham_gr,MS_Holkham_Gr_105,MS. Holkham Gr. 105,manuscript,,MS_Holkham_Gr_105,"fol. 11v (written upside down): περὶ συνθέσεως φαρμακων κατὰ γένη φαρμάκων. Cf. Galenos, De compositione medicamentorum per genera libri VII, ed. C.G. Kühn, Claudii Galeni opera omnia, vol. 13, Leipzig: Knobloch, 1827 (repr. Hildesheim: Olms, 1965), pp. 362–1058.",,,,,,,,,,,,,,,De compositione medicamentorum per genera libri VII; Claudii Galeni opera omnia,,
MS_Holkham_Gr_106_addition_1,manuscript_6124,Holkham_gr,MS_Holkham_Gr_106,MS. Holkham Gr. 106,manuscript,,MS_Holkham_Gr_106,: fol. 54r (bottom-towards right): Illustris?; fol. 129v: possibly a signature?; fol. 171v: Τὸ 21ον?,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_107_addition_1,manuscript_6125,Holkham_gr,MS_Holkham_Gr_107,MS. Holkham Gr. 107,manuscript,,MS_Holkham_Gr_107,"fol. iv(r): Syllogism about soul: πᾶν αὐτοκίνητον ἐστὶν ἀεικίνητον.ἡ ψυχὴ ἐστὶ τὸ αὐτοκίνητον, ἄρα ἡ ψυχὴ ἐστὶ τὸ ἀεικίνητον. fol. v(r): περὶ πρώτων μοναχοῦ δαμασκίου inc. Σημείωσαι, ἡ μὲν ἀρχὴ … des. τῶν πρώτων αἴτιον. Fol. vi(r): Syllogism about soul: τὸ αὐτοκίνητον ἐστὶν ἡ ψυχή· τὸ ἀθάνατον ἐστὶν ἡ ψυχή. ἄρα τὸ ἀθάνατον ἐστὶν αὐτοκίνητον. fol. 9r: at the end of the text, the scribe added: τέλος οἱ ἀναγινώσκοντες δεήθητέ μοι ἄφεσιν ἁμαρτιῶν παρὰ κυρίου, εὔχομαι· Also a hand, possibly by Morezenos noted: τὴν τῶν ψυχῶν προὕπαρξιν δοκεῖ ὅμολογεῖν, καὶ ἔτι τοῦτο· πλεῖστον διαμαρτάνει ὁ συγγραφεὺς, ἔτι δὲ τἄλλα, ὀρθῶς καὶ σοφῶς ἀποφαίνεται· πλατωνικοῦ τινος χριστιανοῦ τὸ σύγγραμμα, οὐ μὴν Γρηγορίου νύσσης· οὔτε νεμεσίου φιλοσόφου ὅτι ἀλλότριος μοι δοκεῖ τῶν τοιούτων δογμάτων. fol. 128r: ἕως ὧδε τὸ ἀντίγραφον; fol. 134r: at the end τέλος· δόξα τῷ μόνῳ θεῷ",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_108_addition_1,manuscript_6126,Holkham_gr,MS_Holkham_Gr_108,MS. Holkham Gr. 108,manuscript,,MS_Holkham_Gr_108,fol. 1r (contemporary modern hand in pencil): Should have been labelled/ Aetii Amideni/ Libri Medicinales.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_109_addition_1,manuscript_6127,Holkham_gr,MS_Holkham_Gr_109,MS. Holkham Gr. 109,manuscript,,MS_Holkham_Gr_109,": fol. iir: (in pencil) Wony?-Lettered/ Shobe?/ Syntagma/ Astrologiae Judiciariae,/ geomantiae,/ atque/ geometriae/ scriptorium,",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_111_addition_1,manuscript_6130,Holkham_gr,MS_Holkham_Gr_111,MS. Holkham Gr. 111,manuscript,,MS_Holkham_Gr_111,"fol. ii(v) in pencil, possibly in hand of Frederic Madden: 306 leaves; fol. 124v, monokondylon in red ink: τέλος; fol. 273v (either pen-trial or from a text which was never completed here): τί ταῦτα· fol. 305r: Colophon: + ἐτελειώθειη ὁ παρὼν σουίδας (συίδας, Förster, Schenkl), διὰ χειρὸς ἐμοῦ δημητρίου τοῦ ξανθοπούλου ἐν ἔτει ιςωϡωξωβω: +κατὰ μῆνα φευρουάριον (φευρουαρίου Förster, Schenkl; φευρουάριου Adler, Speranzi) ιδ´ τῆς νῦν τρεχούσης ἰνδικτιῶνος; A later hand (19th c.?) transcribed the text, but omitted number 14 from the date: ἐτελειώθη ὁ παρὼν Σουΐδας διὰ χειρὸς ἐμοῦ δημητρίου τοῦ ξανθοπούλου/ ἐν ἔτει ιςωϡωξωβω: (subscr. 6962) κατὰ μῆνα φευρουάριον τῆς νῦν τρεχούσης ἰνδικτιῶνος. Additions in pencil: Α. Μ. (before 6962) and below 5508/ A. D. 1454 signature of F(rederic) M(adden).",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_113_addition_1,manuscript_6132,Holkham_gr,MS_Holkham_Gr_113,MS. Holkham Gr. 113,manuscript,,MS_Holkham_Gr_113,: NA,,,,,,,,,,,,,,,,,
MS_Junius_1_addition_1,manuscript_6317,Junius,MS_Junius_1,MS. Junius 1,manuscript,,MS_Junius_1,There are no items added after ca. 1220.,,,,,,,,,,,,,,,,,
MS_Lat_hist_c_1_addition_1,manuscript_6424,Lat_hist,MS_Lat_hist_c_1,MS. Lat. hist. c. 1,manuscript,,MS_Lat_hist_c_1,"On fol.176v is a note of seven lines written in two hands on the death of Ferdinand I, of Naples, 1494, and the reign of Alfonso II.",,,,,,,,,,,,"Ferdinand I, of Naples; Alfonso II",person_31311630 person_289444591,,,,
MS_Lat_liturg_b_14_addition_1,manuscript_6448,Lat_liturg,MS_Lat_liturg_b_14,MS. Lat. liturg. b. 14,manuscript,,MS_Lat_liturg_b_14,On fol.iv are four verses (16th cent.?) beg: Marvell not Joseph.,,,,,,,,,,,,,,,,,
MS_Lat_liturg_b_16_addition_1,manuscript_6449,Lat_liturg,MS_Lat_liturg_b_16,MS. Lat. liturg. b. 16,fragment,,MS_Lat_liturg_b_16-fol2,"Later additions in a humanist cursive script, written upside down in relation to the main text: ‘Nullus dolor est quem non longinquitas temporis minuat ac molliat’ (There is no grief which time does not lessen and soften) from Epistulae ad Familiaris (Marcus Tullius Cicero ad fam., 4,5) and ‘fecundi calices, quem non fecere disertum?’ (Whom have not brimming goblets made eloquent?) Horace, Epistles, 1,5,19.",,,,,,,,,,,,,,,,,
MS_Lat_liturg_c_34_addition_1,manuscript_6461,Lat_liturg,MS_Lat_liturg_c_34,MS. Lat. liturg. c. 34,manuscript,,MS_Lat_liturg_c_34,"There are a few liturgical notes in a later hand, and 18th cent. scribblings in Italian throughout.",,,,,,,,,,,,,,,,,
MS_Lat_liturg_c_36_addition_1,manuscript_6463,Lat_liturg,MS_Lat_liturg_c_36,MS. Lat. liturg. c. 36,manuscript-composite,"MS. Lat. liturg. c. 36, fols 1–2 MS. Lat. liturg. c. 36, fols 3–106",MS_Lat_liturg_c_36,"Multiple later hands added marginal corrections and additions over two centuries. This includes a hand that can be found in both the calendar and sanctorale (e.g. fols 2r, 3r), showing that the two parts of the manuscripts were together at least by the early fourteenth century. In the margins of fols 5r, 16r, 57v, 69v, 80v, 92v, 93v, written in crayon in current 12th and 13th century hands, are lists of names with amounts of dues(?). The names include: ‘Aldred’, ‘Walter de Hul’, ‘Ric. de Hale’, all several times; ‘Will. de Fonte’ (fols 69v, 80v); ‘Will. Palmer’ (fol. 80v); ‘Will. Drueri(?)’ (fol. 80v), etc.",,,,,,,,,,,,,,,,,
MS_Lat_liturg_d_4_addition_1,manuscript_6473,Lat_liturg,MS_Lat_liturg_d_4,MS. Lat. liturg. d. 4,manuscript,,MS_Lat_liturg_d_4,"During the 13th century (?), when the volume belonged to the Como church of St. Anthony (fols. 1v, 3v, 177), the owner added, in the margins, notes about relics (fols. 95, 109v, 110, 114v), masses, including one of St. Provinus, cues to epistles, gospels and the sung parts of the mass, a reference to an antiphonarium diurnum presbiteri Nazarii (174: see kalendar: 6 Oct.), etc., and in the kalendar an almost complete list of the church dedications at Como.",,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_14_addition_1,manuscript_6491,Lat_liturg,MS_Lat_liturg_e_14,MS. Lat. liturg. e. 14,manuscript,,MS_Lat_liturg_e_14,"On fol.56v a 16th cent. hand added the Adoramus te Christe for 4 voices. Two quires (fol.41–56), though written by the same hand, were added afterwards (cf. catchword ‘sacerdos’ on fol.40v).",,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_19_addition_1,manuscript_6495,Lat_liturg,MS_Lat_liturg_e_19,MS. Lat. liturg. e. 19,manuscript,,MS_Lat_liturg_e_19,On fol.i the scribe wrote the Veni creator spiritus.,,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_37_addition_1,manuscript_6500,Lat_liturg,MS_Lat_liturg_e_37,MS. Lat. liturg. e. 37,manuscript,,MS_Lat_liturg_e_37,"On fol.154v and 155v a later hand added the prayers Ante conspectum dominice maiestatis, and Si tantum reatum, with the Nicene creed.",,,,,,,,,,,,,,,,,
MS_Lat_liturg_e_43_addition_1,manuscript_6507,Lat_liturg,MS_Lat_liturg_e_43,MS. Lat. liturg. e. 43,manuscript,,MS_Lat_liturg_e_43,"There are a number of 15th cent. notes, corrections and additions.",,,,,,,,,,,,,,,,,
MS_Lat_liturg_f_8_addition_1,manuscript_6548,Lat_liturg,MS_Lat_liturg_f_8,MS. Lat. liturg. f. 8,manuscript,,MS_Lat_liturg_f_8,Fols. 16v: De loco Capestrani,,,,,,,,,,,,,,,,,
MS_Lat_misc_d_69_addition_1,manuscript_6619,Lat_misc,MS_Lat_misc_d_69,MS. Lat. misc. d. 69,manuscript,,MS_Lat_misc_d_69,"Fol.29 contains the pedigree of Thomas Hulse [of Sutton Courtney (Berks.), d. 1613] (cf. Harleian Soc., lvi, pp.33–34)",,,,,,,,,,,,"Thomas Hulse [of Sutton Courtney (Berks.), d. 1613]",person_1399,,Harleian Soc,,
MS_Lat_misc_e_81_addition_1,manuscript_6661,Lat_misc,MS_Lat_misc_e_81,MS. Lat. misc. e. 81,manuscript-composite,,MS_Lat_misc_e_81,"Interspersed throughout the book are scribblings and accounts in several hands of the 16th–17th cent. These include (fol. 20) Notes on fractures of the skull; (fol. 21v) Lodovico Ariosto, Orlando Furioso, Canto VII, stanza 18, lines 1–6, followed by a stanza beg: O imagine mia celeste e pura; (fol. 63v) notes for a play or mime on Christ driving the merchants from the temple, of which further pages may have been torn out; (fol. 100) ‘Ad Mortem’ beg: Tu bona, tu immitis Mors es non laudo carentem; (fol. 101) verses beg: Somnia dum profers, ego somnio. Cerno uolantes; (fol. 119) verses beg: Armatam uidit Venarem (sic) Lacedemone Pallas. In the same hand as fol.101, and possibly as fol.21v.",,,,,,,,,,,,,,,Orlando Furioso,,
MS_Lat_th_b_5_addition_1,manuscript_6690,Lat_theol,MS_Lat_th_b_5,MS. Lat. th. b. 5,manuscript,,MS_Lat_th_b_5,"There are a few marginalia partly taken over from the exemplar (e.g.pp.711sqq., 732sqq.) and partly by a contemporary reader (e.g.pp.745, 748).",,,,,,,,,,,,,,,,,
MS_Lat_th_d_29_addition_1,manuscript_6739,Lat_theol,MS_Lat_th_d_29,MS. Lat. th. d. 29,manuscript-composite,MS.Lat.th.d.29 – Part 1 MS.Lat.th.d.29 – Part 2,MS_Lat_th_d_29,,,,,,,,,,,,,,,,,,
MS_Laud_Gr_35_addition_1,manuscript_6848,Laud_Gr,MS_Laud_Gr_35,MS. Laud Gr. 35,manuscript,,MS_Laud_Gr_35,"Occasional marginalia in Carolingian minuscule, 9th century (?).",,,,,,,,,,,,,,,,,
MS_Laud_Misc_126_addition_1,manuscript_6936,Laud_Misc,MS_Laud_Misc_126,MS. Laud Misc. 126,manuscript,,MS_Laud_Misc_126,"Corrections and annotations, 9th century and 13th century.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_130_addition_1,manuscript_6940,Laud_Misc,MS_Laud_Misc_130,MS. Laud Misc. 130,part,MS. Laud Misc. 130 - part A (fols. 2-206),MS_Laud_Misc_130-partA,Art. 2 with numerous later-medieval nota marks.,,,,,,,,,,,,,,,,,
MS_Laud_Misc_132_addition_1,manuscript_6942,Laud_Misc,MS_Laud_Misc_132,MS. Laud Misc. 132,manuscript-with-fragment,MS. Laud Misc. 132 - endleaves (fols. 75-6),MS_Laud_Misc_132,"Contemporary and later corrections, marginal and interlinear; extensive alteratations to punctuation, especially in the earlier sections.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_226_addition_1,manuscript_7036,Laud_Misc,MS_Laud_Misc_226,MS. Laud Misc. 226,manuscript,,MS_Laud_Misc_226,"Several layers of marginalia, in leadpoint and ink.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_226_addition_2,manuscript_7036,Laud_Misc,MS_Laud_Misc_226,MS. Laud Misc. 226,manuscript,,MS_Laud_Misc_226,"The most frequent annotator (s. xiii/xiv) adds marginal headings in early Anglicana script ('De tolerancia', fol. 2r, in ink; 'De paciencia', fol. 8v, in leadpoint; etc.) and uses a distinctive 'j' shaped nota sign.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_255_addition_1,manuscript_7068,Laud_Misc,MS_Laud_Misc_255,MS. Laud Misc. 255,manuscript,,MS_Laud_Misc_255,"Numerous manicula, presumably mostly scribal, in sections written by scribes 1 and 3; an elaborate example, fol. 174v.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_265_addition_1,manuscript_7078,Laud_Misc,MS_Laud_Misc_265,MS. Laud Misc. 265,manuscript-composite,,MS_Laud_Misc_265,"13th century annotations, extensive in places.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_265_addition_2,manuscript_7078,Laud_Misc,MS_Laud_Misc_265,MS. Laud Misc. 265,part,,MS_Laud_Misc_265-part1,"13th century annotations, extensive in places.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_268_addition_1,manuscript_7081,Laud_Misc,MS_Laud_Misc_268,MS. Laud Misc. 268,part,MS. Laud Misc. 268 – Part B (fols. 43-78),MS_Laud_Misc_268-part2,"Running heads added; corrections to the text, extensive in places, by various hands, some German; nota marks in various hands, some also found in part III.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_268_addition_2,manuscript_7081,Laud_Misc,MS_Laud_Misc_268,MS. Laud Misc. 268,part,,MS_Laud_Misc_268-part3,"Nota marks, also found in part B.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_280_addition_1,manuscript_7094,Laud_Misc,MS_Laud_Misc_280,MS. Laud Misc. 280,manuscript,,MS_Laud_Misc_280,"Additional accentuation and modifications to punctuation on many pages, often in darker ink, to make the text easier to read aloud. Probably contemporary with the original.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_296_addition_1,manuscript_7109,Laud_Misc,MS_Laud_Misc_296,MS. Laud Misc. 296,manuscript,,MS_Laud_Misc_296,Annotated by Clement Canterbury.,,,,,,,,,,,,Clement Canterbury,person_3398,,,,
MS_Laud_Misc_433_addition_1,manuscript_7234,Laud_Misc,MS_Laud_Misc_433,MS. Laud Misc. 433,manuscript,,MS_Laud_Misc_433,"Occasional corrections to the text (e.g. fols. 53v, 71r) and alterations to punctuation, including added flex punctuation.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_455_addition_1,manuscript_7257,Laud_Misc,MS_Laud_Misc_455,MS. Laud Misc. 455,manuscript,,MS_Laud_Misc_455,Extensive contemporary corrections and (in places) alterations to punctuation.,,,,,,,,,,,,,,,,,
MS_Laud_Misc_455_addition_2,manuscript_7257,Laud_Misc,MS_Laud_Misc_455,MS. Laud Misc. 455,manuscript,,MS_Laud_Misc_455,Extensive contemporary and later nota marks.,,,,,,,,,,,,,,,,,
MS_Laud_Misc_474_addition_1,manuscript_7277,Laud_Misc,MS_Laud_Misc_474,MS. Laud Misc. 474,manuscript,,MS_Laud_Misc_474,"Marginal additions, 15th century, fols. 50v, 82v; nota marks throughout in ink and red 'crayon'.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_509_addition_1,manuscript_7311,Laud_Misc,MS_Laud_Misc_509,MS. Laud Misc. 509,manuscript,,MS_Laud_Misc_509,"William L'Isle (see Provenance) corrected the manuscript from Claudius B. iv. He also annotated the manuscript, noting a misbound leaf, fol. 133, supplying catchwords on fols 132v and 133v, and numbered chapters and verses of Genesis up to fol. 12v (Doane 2002, p. 74). Modern signatures B, C, D, E, F are visible on the first recto of Quires 2, 3, 4 and 5. Others can still be visible after the trimming by the binder on Quires 10 and 11. A table of content, s. xvi, had been bounded upside down.",,,,,,,,,,,,,,,,,
MS_Laud_Misc_550_addition_1,manuscript_7352,Laud_Misc,MS_Laud_Misc_550,MS. Laud Misc. 550,manuscript,,MS_Laud_Misc_550,Additions by various annotators.,,,,,,,,,,,,,,,,,
MS_Laud_Misc_636_addition_1,manuscript_7423,Laud_Misc,MS_Laud_Misc_636,MS. Laud Misc. 636,manuscript,,MS_Laud_Misc_636,'The occasional marginalia in Latin and notas of s. xiii/xiv (e.g. on f. 18) show that the OE text was read and to some extent understood at this date by someone with an interest in local affairs.' (Ker),,,,,,,,,,,,,,,,,
MS_Laud_Lat_27_addition_1,manuscript_7599,Laud_lat,MS_Laud_Lat_27,MS. Laud Lat. 27,manuscript,,MS_Laud_Lat_27,super mortuos (fol. 240v),,,,,,,,,,,,,,,,,
MS_Laud_Lat_45_addition_1,manuscript_7619,Laud_lat,MS_Laud_Lat_45,MS. Laud Lat. 45,manuscript,,MS_Laud_Lat_45,"Running heads added in plummet and ink, 14th century; 'modern' chapters added in plummet and ink; frequent nota marks in various forms; manicules; marginal note 'intellige' (fols. 2r-v, 7r, 91r, etc.); occasional annotations in faint leadpoint (fols. 19v, 154r, etc.). Four verses added, s. xiii/xiv, fol. 134r, 'Tyrus romanus cui frater domicianus ...'.",,,,,,,,,,,,,,,,,
MS_Laud_Lat_90_addition_1,manuscript_7669,Laud_lat,MS_Laud_Lat_90,MS. Laud Lat. 90,manuscript,,MS_Laud_Lat_90,"Marginalia, s. xiiex-xiiiin, s. xiii, and s. xv and later.",,,,,,,,,,,,,,,,,
MS_Laud_Lat_91_addition_1,manuscript_7670,Laud_lat,MS_Laud_Lat_91,MS. Laud Lat. 91,manuscript,,MS_Laud_Lat_91,"'Modern' Biblical chapter headings added (see Provenance); nota marks (e.g. fols. 35v, 66r); medieval corrections to text and punctuation; sporadic annotations in crayon (fols. 5v, 47r).",,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_2_addition_1,manuscript_16066,Lincoln_College,Lincoln_College_MS_Gr_2,Lincoln College MS. Gr. 2,manuscript,,Lincoln_College_MS_Gr_2,A late-Byzantine hand has copied on f. 232r-v a short text about St Demetrius: Τοῖς ἀθληταῖς ὥσπερ νόμος ὁ μέγας Δημήτριος ἀνὰ χεῖρα λαβὼν τὸν σταυρὸν εἰσέδυ τὸ στάδιον ἀτρέστως ἐρίζων τὰ ὑπὲρ φύσιν etc.,,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_8_addition_1,manuscript_16091,Lincoln_College,Lincoln_College_MS_Gr_8,Lincoln College MS. Gr. 8,manuscript,,Lincoln_College_MS_Gr_8,"Fol. 3v contains the prayer Κύριε Ἰησοῦ Χριστὲ υἱὲ τοῦ Θεοῦ, διὰ τῆς Θεοτόκου καὶ πάντων τῶν ἁγίων ἄνοιξον τὰ ὦτα καὶ τοὺς ὀφθαλμοὺς τῆς καρδίας μου etc. (CPG 4687) copied in a sixteenth-century hand.",,,,,,,,,,,,,,,,CPG 4687,https://clavis.brepols.net/clacla/OA/Link.aspx?clavis=CPG&number=4687
Lincoln_College_MS_Gr_8_addition_2,manuscript_16091,Lincoln_College,Lincoln_College_MS_Gr_8,Lincoln College MS. Gr. 8,manuscript,,Lincoln_College_MS_Gr_8,"A seventeenth-century hand has written on f. 4r three troparia: Τῆς μετανοίας ἄνοιξόν μου πύλας etc., Τῆς σωτηρίας εὔθυνόν μοι τρίβους etc., Τὰ πλήθη τῶν πεπραγμένων μοι δεινῶν etc.",,,,,,,,,,,,,,,troparia:,,
Lincoln_College_MS_Gr_8_addition_3,manuscript_16091,Lincoln_College,Lincoln_College_MS_Gr_8,Lincoln College MS. Gr. 8,manuscript,,Lincoln_College_MS_Gr_8,"Another seventeenth-century hand has written on the back pastedown the riddle Ἄνω ἵσταμαι τῆς γαίας καὶ τοῦ πόλου etc., on which see I. Vassis, Initia carminum Byzantinorum (Berlin 2005) 63.",,,,,,,,,,,,,,,Initia carminum Byzantinorum,,
Lincoln_College_MS_Gr_8_addition_4,manuscript_16091,Lincoln_College,Lincoln_College_MS_Gr_8,Lincoln College MS. Gr. 8,manuscript,,Lincoln_College_MS_Gr_8,"Just as in Lincoln College Greek 9, the front endpaper is a reused piece from a letter written in seventeenth-century handwriting: Πανοσιώτατε καὶ ἅγιαι προγούμενε χαίροις ἐν Κύριῳ καὶ οἰγίαινε etc. There are sketches of ornamented initial letters on its back side.",,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_26_addition_1,manuscript_16073,Lincoln_College,Lincoln_College_MS_Gr_26,Lincoln College MS. Gr. 26,manuscript,,Lincoln_College_MS_Gr_26,A sixteenth-century hand has copied on f. 190v the Epistles reading for Christmas: Ἀδελφοὶ ὅτι ἦλθε τὸ πλήρωμα etc. (Gal 4:4–7).,,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_27_addition_1,manuscript_16074,Lincoln_College,Lincoln_College_MS_Gr_27,Lincoln College MS. Gr. 27,manuscript,,Lincoln_College_MS_Gr_27,"An inexperienced hand wrote in black ink on f. 141v a sticheron for Vespers on Saturday: Τὰς ἑσπερινὰς ἡμῶν εὐχάς etc., adding below it the words παπὰ Σταβρινέ.",,,,,,,,,,,,,,,sticheron,,
Lincoln_College_MS_Gr_34_addition_1,manuscript_16082,Lincoln_College,Lincoln_College_MS_Gr_34,Lincoln College MS. Gr. 34,manuscript-composite,,Lincoln_College_MS_Gr_34,Note in black ink in the lower margin of f. 1r: Ἐκ τῶν τοῦ Μιχαὴλ ἱερέως τοῦ Ἀγαπητοῦ.,,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_34_addition_2,manuscript_16082,Lincoln_College,Lincoln_College_MS_Gr_34,Lincoln College MS. Gr. 34,manuscript-composite,,Lincoln_College_MS_Gr_34,Verse in black ink by an eleventh-century hand in the margin of f. 169v: Κακῶς λέγεις γίνωσκε φίλτατε φίλων. This dodecasyllable seems to bear no relation to Philo’s text on the same page.,,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_34_addition_3,manuscript_16082,Lincoln_College,Lincoln_College_MS_Gr_34,Lincoln College MS. Gr. 34,manuscript-composite,,Lincoln_College_MS_Gr_34,"Another, probably late-Byzantine hand has written in the side margin of f. 141r: Ἢ Φίλων πλατωνίζει ἢ Πλάτων φιλωνίζει.",,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_34_addition_4,manuscript_16082,Lincoln_College,Lincoln_College_MS_Gr_34,Lincoln College MS. Gr. 34,manuscript-composite,,Lincoln_College_MS_Gr_34,Remark by a fifteenth-century hand next to the title Φίλωνος Περὶ τοῦ βίου Μωσέως λόγος β´ on f. 211v: Τέλος τοῦ γου λόγου. Λάθος ὡς ἔοικε γέγονε τοῦ γραφέως καὶ ὁ παρὼν λόγος ὁ δεύτερος ἐτέθη μετὰ τὸν τρίτον.,,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_35_addition_1,manuscript_16083,Lincoln_College,Lincoln_College_MS_Gr_35,Lincoln College MS. Gr. 35,manuscript,,Lincoln_College_MS_Gr_35,There is a drawing for the game of nine men’s morris on f. 1r.,,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_35_addition_2,manuscript_16083,Lincoln_College,Lincoln_College_MS_Gr_35,Lincoln College MS. Gr. 35,manuscript,,Lincoln_College_MS_Gr_35,"Three entries added on ff. 161r–162r, 162r-v, and 162v–163v by three different hands respectively on 11 February 1397, ca. 1400, and in March 1402 record donations made to the convent. The scribe of the first entry signed his name as Demetrius Balsamon (RGK I, 91). Christian Gastgeber (cit. below) tentatively attributes the third one to the hand of George Eugenicus (PLP 6188).",,,,,,Demetrius Balsamon,person_3885,,,,,,,,,91,https://pinakes.irht.cnrs.fr/notices/copiste-possesseur-autre/1093/
Lincoln_College_MS_Gr_36_addition_1,manuscript_16084,Lincoln_College,Lincoln_College_MS_Gr_36,Lincoln College MS. Gr. 36,manuscript,,Lincoln_College_MS_Gr_36,"Note in black ink on f. 132r, possibly in the scribe’s hand: γραμμένα φύλλα 133 κόλες 33 | ἄγραφα φύλλα 16 – κόλες 4. A different hand wrote on the back pastedown: Εισὶ κόλες γεγραμμένες 33 | καὶ ἄγραφες 3 χωρὶς τοῦ σταχόματος.",,,,,,,,,,,,,,,,,
Lincoln_College_MS_Gr_38_addition_1,manuscript_16086,Lincoln_College,Lincoln_College_MS_Gr_38,Lincoln College MS. Gr. 38,manuscript,,Lincoln_College_MS_Gr_38,Note in black ink in the outer margin of f. 69v: 1607 ναοπην τὸν χατζη […] εγω χαζη Γερογης ομολογο του […] χαζη Λετερην γογορ.,,,,,,,,,,,,,,,,,
Lincoln_College_MS_Lat_27_addition_1,manuscript_16050,Lincoln_College,Lincoln_College_MS_Lat_27,Lincoln College MS. Lat. 27,part,Lincoln College MS. Lat. 27 - I,Lincoln_College_MS_Lat_27-I,"The Contra Salomitas was annotated apparently by the main scribe, but at a different time in paler ink. In a number of places words were written above the line to improve or clarify the text, and also marginal headings, some in red ink, most with at least a red initial, repeating the name of the biblical or patristic authority mentioned in the text. (These are listed by Mews & Ijäs, Salome, cxxii–cxxiii). These annotations are all (bar one) carried over into the long version of the Contra Salomitas, which survives uniquely in Bodl. MS Hatton 92. They offer ‘strong grounds for thinking that the marginal annotations constitute editorial improvements and annotations by the author himself’ (ibid. cxxiii). One later note, at the head of the table of numbers on 5v, is a note of ‘1344’, presumably the year of its writing.",,,,,,,,,,,,,,,Contra Salomitas; Contra Salomitas,,
