identifiers: ID,identifiers: URI (BnF),identifiers: URI (GND),identifiers: URI (ISNI),identifiers: URI (LC),identifiers: URI (Mirabile),identifiers: URI (Oxford DNB),identifiers: URI (Pinakes),identifiers: URI (SUDOC),identifiers: URI (VIAF),identifiers: URI (Wikidata),identifiers: other ref(s),identifiers: other URI(s),names: display,names: preferred,names: variant,names: crossref,names: ms,birth: birth,birth: when,birth: not before,birth: not after,birth: certainty,birth: calendar,death: death,death: when,death: not before,death: not after,death: certainty,death: calendar,floruit: floruit,floruit: when,floruit: from,floruit: to,floruit: not before,floruit: not after,floruit: certainty,floruit: calendar,biography: occupation,biography: sex,biography: nationality,biography: lang knowledge,biography: residence,biography: affiliation,bibliography: bibl(s),bibliography: note(s)
person_200186584,,http://d-nb.info/gnd/100066674,http://www.isni.org/isni/0000000078187347,,,,,http://www.idref.fr/15283916X/id,https://viaf.org/viaf/200186584,,,,"Calderia, Johannes",,,,,,,,,,,1474,1474,1474,1474,,,,,,,,,,,,,,,,,,
person_200325062,http://catalogue.bnf.fr/ark:/12148/cb120935321,http://d-nb.info/gnd/121037274,http://www.isni.org/isni/0000000398148101,http://id.loc.gov/authorities/names/n83040495,,,,http://www.idref.fr/029273374/id,https://viaf.org/viaf/200325062,https://www.wikidata.org/wiki/Q55620620,,,"Jacobo, de las Leyes, –1294",,"Jacobo Maestre, 1224–1294; Jacobo de Junta, 1224–1294; Jacobo, Maestro, 1224–1294; Jacobo, Ruiz, 1224–1294; Jacobo, de la Junta, 1224–1294; Jacomo Maestre, 1224–1294; Jacomo, de las Leyes, 1224–1294; Jacôme, Maestro, 1224–1294; Junta, Jacobo de la, 1224–1294; Junta, Jacobo de, 1224–1294; Leyes, Jacomo de las, 1224–1294","Leyes, Jacobo de las, 1224–1294; Ruiz, Jacobo, 1224–1294",,1224,1224,1224,1224,,,1294-05-02,1294,1294,1294,,,,,,,,,,,,,,,,,,
person_200646246,https://catalogue.bnf.fr/ark:/12148/cb12486539n,https://d-nb.info/gnd/118701533,http://www.isni.org/isni/0000000385516200,http://id.loc.gov/authorities/names/n88074110,,,,,https://viaf.org/viaf/200646246,https://www.wikidata.org/wiki/Q728668,,,"Stephen Harding, Saint, –1134",,"Stephen Harding, Saint, -1134 ; Esteban Harding 1059–1134 ; Etienne Abbé 1059–1134 ; Etienne Harding 1059–1134 ; Etienne Saint 1059–1134 ; Etienne de Cîteaux 1059–1134 ; Étienne Harding 1059–1134 ; Harding, Stephanus 1059–1134 ; Harding, Stephan 1059–1134 ; Harding, Stephen 1059–1134 ; Stephanus Cisterciensis 1059–1134 ; Stephanus Cistercium abbas 1059–1134 ; Stephanus Hardingus 1059–1134 ; Stephanus Sanctus 1059–1134 ; Stephan Harding 1059–1134 ; Stephen Harding 1059–1134 ; Stephen Saint 1059–1134",,,,1059,1059,1059,,,,1134-03-28,1134-03-28,1134-03-28,,,,,,,,,,,,,,,,,,
person_200687519,http://catalogue.bnf.fr/ark:/12148/cb125177395,http://d-nb.info/gnd/118604198,http://www.isni.org/isni/000000011579418X,http://id.loc.gov/authorities/names/n80049566,,,,http://www.idref.fr/034419969/id,https://viaf.org/viaf/200687519,http://www.wikidata.org/entity/Q980890,,,"Rupert, of Deutz, approximately 1075–1129",,"Robertus, Tuitiensis, ca. 1075/80–1129/30; Robert, de Deutz, ca. 1075/80–1129/30; Robert, de Liège, ca. 1075/80–1129/30; Robert, de Tuy, ca. 1075/80–1129/30; Robert, von Deutz, ca. 1075/80–1129/30; Rubertus, Sancti Heriberti, ca. 1075/80–1129/30; Ruperto, di Deutz, ca. 1075/80–1129/30; Rupertus von Deutz, ca. 1075/80–1129/30; Rupertus, Abbas Tuitiensis, ca. 1075/80–1129/30; Rupertus, Abbas, ca. 1075/80–1129/30; Rupertus, Duicensis, ca. 1075/80–1129/30; Rupertus, Leodiensis, ca. 1075/80–1129/30; Rupertus, Monachus Leodiensis, ca. 1075/80–1129/30; Rupertus, Sancti Heriberti, ca. 1075/80–1129/30; Rupertus, Sancti Laurentii, ca. 1075/80–1129/30; Rupertus, Tuicensis, ca. 1075/80–1129/30; Rupertus, Tuitiensis, ca. 1075/80–1129/30; Rupertus, de Deutz, ca. 1075/80–1129/30; Rupertus, de Tuitio, ca. 1075/80–1129/30; Rupertus, of Saint Heribert, ca. 1075/80–1129/30; Rupertus, von Deutz, ca. 1075/80–1129/30; Rupert, de Deutz, ca. 1075/80–1129/30; Rupert, of Deutz, ca. 1075/80–1129/30; Rupert, von Deutz, ca. 1075/80–1129/30; Rupert, von Sankt Heribert, ca. 1075/80–1129/30","Deutz, Rupert von, ca. 1075/80–1129/30; Hrodpertus, Abbas, ca. 1075/80–1129/30",,1070,1070,1070,1070,,,1129-03-04,1129,1129,1129,,,,,,,,,,,,,,,,,,
person_200693108,https://catalogue.bnf.fr/ark:/12148/cb100909297,https://d-nb.info/gnd/175539898,http://www.isni.org/isni/0000000403624118,,,,,,https://viaf.org/viaf/200693108,,,,Frithegod,,,,,,950,950,950,,,,950,950,950,,,,,,,,,,,,,,,,,,
person_201761089,http://catalogue.bnf.fr/ark:/12148/cb12321958d,http://d-nb.info/gnd/118502905,http://www.isni.org/isni/0000000110267153,http://id.loc.gov/authorities/names/n82037993,,,,http://www.idref.fr/032130201/id http://www.idref.fr/193867362/id,https://viaf.org/viaf/201761089,http://www.wikidata.org/entity/Q4340,,,"Andreas, Capellanus",,"Andreas, Hofkapellan, 1150–1220; Andrea, Cappellano, 1150–1220; André, Capelão, 1150–1220; André, LeChapelain, 1150–1220; André, le Chapelain, 1150–1220; Cappellano, Andrea, 1150–1220; Chapelain, André le, 1150–1220; Le Chapelain, André, 1150–1220; LeChapelain, André, 1150–1220","Capellanus, Andreas, 1150–1220; Drouart, la Vache, 1150–1220, Pseudonym; LaVache, Drouart, 1150–1220, Pseudonym",,1150,1150,1150,1150,,,1220,1220,1220,1220,,,,,,,,,,,,,,,,,,
person_202392039,http://catalogue.bnf.fr/ark:/12148/cb12407487t,http://d-nb.info/gnd/118659308,http://www.isni.org/isni/0000000358023822,http://id.loc.gov/authorities/names/n84804080,,,,http://www.idref.fr/075666499/id,https://viaf.org/viaf/202392039,http://www.wikidata.org/entity/Q680832,,,"Boncompagni, Baldassarre, 1821–1894",,"Bon-Compagni, ..., 1821–1894; Boncompagni Ludovisi, Baldassarre, 1821–1894; Boncompagni, B., 1821–1894; Boncompagni, Baldassare von, 1821–1894; Boncompagni, Baldassare, 1821–1894; Boncompagni, Balthasar, 1821–1894; Boncompagni-Ludovisi, Baldassare, 1821–1894; Buoncompagni, Baltazarre, 1821–1894","Ludovisi, Baldassare Boncompagni, 1821–1894",,1821-05-10,1821,1821,1821,,,1894-04-13,1894,1894,1894,,,,,,,,,,,,,,,,,,
person_202843932,,,,,,,https://pinakes.irht.cnrs.fr/notices/auteur/id/1068,,,,,,"Eustathios, ho Rōmaios, active 11th century",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_202879498,,http://d-nb.info/gnd/1017214638,http://www.isni.org/isni/000000035786470X,,,,,,https://viaf.org/viaf/202879498,http://www.wikidata.org/entity/Q8010207,,,"Gray, William, Bishop of Ely (British ecclesiastic, patron, 1416–1478)",,"Guilelmus, Gray, 1414–1478 ; Gray, William, 1414–1478 ; Grey, William, 1414–1478 ; Guilelmus, Archidiaconus Richemundiae, 1414–1478 ; Guilelmus, Discipulus Guarini Veronensis, 1414–1478 ; Guilelmus, Episcopus Anguillarianus, 1414–1478 ; Guilelmus, Episcopus Eliensis, 1414–1478 ; Guilelmus, Graius, 1414–1478 ; William, Gray, 1414–1478 ; William, Grey, 1414–1478",,,1414,1414,1414,1414,,,1478-08-04,1478,1478,1478,,,,,,,,,,,,,,,,,,
person_202886921,,http://d-nb.info/gnd/1017269726,,,,,,,https://viaf.org/viaf/202886921,,,,"Guilelmus, Holme, ca. early 15th cent.",,"Guilelmus, Holmus, ca. Anf. 15. Jh.; Guillelmus, Holme, ca. Anf. 15. Jh.; Gulielmus, Holmus, ca. Anf. 15. Jh.; Holme, William, ca. Anf. 15. Jh.","Holme, Guilelmus, ca. Anf. 15. Jh.; William, Holme, ca. Anf. 15. Jh.",,,,,,,,,,,,,,,,,,1400,1425,,,,,,,,,,
person_203402485,http://catalogue.bnf.fr/ark:/12148/cb11943565c,,http://www.isni.org/isni/0000000449269158 http://www.isni.org/isni/0000000374440271,http://id.loc.gov/authorities/names/n85112337,,,,http://www.idref.fr/029009693/id,https://viaf.org/viaf/203402485,http://www.wikidata.org/entity/Q352995,,,"Gildas, ?516–?570",,,,,516,516,516,516,,,570-01-29,570,570,570,,,,,,,,,,,,,,,,,,
person_203402519,,http://d-nb.info/gnd/11905213X,http://www.isni.org/isni/0000000398170616,http://id.loc.gov/authorities/names/n92068818,,,,,https://viaf.org/viaf/203402519,http://www.wikidata.org/entity/Q120867339,,,"Gillebert, de Cambres, active 13th century",,"Gillebert, de Cambres, active 13th century ; Cambres, Gillebert de ca. 1. Hälfte 13. Jh.",,,1200,1200,1200,1200,,,1250,1250,1250,1250,,,,,,,,,,,,,,,,,,
person_203868329,,http://d-nb.info/gnd/101732008X,,http://id.loc.gov/authorities/names/nr93014209,,,,,https://viaf.org/viaf/203868329,http://www.wikidata.org/entity/Q18672940,,,"Melton, William de, –1528",,"Guilelmus, Cancellarius Eboracensis, –1528 ; Guilelmus, Melton, –1528 ; Guillelmus, Melton, –1528 ; Melton, William de, –1528 ; William, Melton, –1528 ; William, de Melton, –1528",,,,,,,,,1528,1528,1528,1528,,,,,,,,,,,,,,,,,,
person_204304226,http://catalogue.bnf.fr/ark:/12148/cb128130164,http://d-nb.info/gnd/100952038,http://www.isni.org/isni/0000000398135933,http://id.loc.gov/authorities/names/n80032144,,,,,https://viaf.org/viaf/204304226,,,,"Machairas, Leontios",,"Machairas, Leontios ; Leontiĭ Makhera 1360–1450 ; Leontin Makhairas 1360–1450 ; Leontios Makhairas 1360–1450 ; Leontios Machairas 1360–1450 ; Leontios Macheiras 1360–1450 ; Leontios Makhairas 1360–1450 ; Leontius Machairas 1360–1450 ; Leontius Machairas 1360–1450 ; Leon Machère 1360–1450 ; Léonce Machairas 1360–1450 ; Léonce Machéras 1360–1450 ; Lyon Maschere 1360–1450 ; Machaira, Leontiu 1360–1450 ; Machairas, Leontios 1360–1450 ; Machairas, Leontius 1360–1450 ; Machairas, Léonce 1360–1450 ; Macheiras, Leontios 1360–1450 ; Macheras, Leontius 1360–1450 ; Machère, Leon 1360–1450 ; Machéras, Léonce 1360–1450 ; Makhairas, Leontin 1360–1450 ; Makhairas, Leontios 1360–1450 ; Makhera, Leontiĭ 1360–1450 ; Maschere, Lyon 1360–1450",,,1360,1360,1360,1360,,,1450,1450,1450,1450,,,,,,,,,,,,,,,,,,
person_205034998,,,http://www.isni.org/isni/0000000140801118,,,,,,https://viaf.org/viaf/205034998,http://www.wikidata.org/entity/Q665264,,,"Louis de La Palud, Cardinal de Varambon, -1451",,"Lapalud, Louis de, 1...-1451 ; La Palud, Louis de ; La Palud, Luis de",,,,,,,,,1451-09-21,1451,1451,1451,,,,,,,,,,,,,,,,,,
person_205267452,http://catalogue.bnf.fr/ark:/12148/cb11885792z,http://d-nb.info/gnd/118661647,http://www.isni.org/isni/0000000385515267,http://id.loc.gov/authorities/names/n80067364,,,,http://www.idref.fr/026650223/id,https://viaf.org/viaf/205267452,http://www.wikidata.org/entity/Q1248641,,,"Bonvesin, da la Riva, approximately 1250–1314?",,"Bonvecino, 1250–1313; Bonvecino, of Riva, 1250–1313; Bonvecinus, 1250–1313; Bonvecinus, da la Rippa, 1250–1313; Bonvecinus, de la Rippa, 1250–1313; Bonvesin, 1250–1313; Bonvesin, Fra, 1250–1313; Bonvesin, da Riva, 1250–1313; Bonvesin, da la Riva, 1250–1313; Bonvesin, dalla Riva, 1250–1313; Bonvesin, de la Riva, 1250–1313; Bonvicino, 1250–1313; Bonvicino, da Riva, 1250–1313; Bonvicinus, 1250–1313; Bonvicinus, Frater, 1250–1313; Bonvicinus, Mediolanensis, 1250–1313; Bonvicinus, da Ripa, 1250–1313; Buonvicino de la Riva, 1250–1313; La Riva, Buonvicino de, 1250–1313; LaRiva, Bonvesin de, 1250–1313; Ripa, Bonvicinus, 1250–1313; Rippa, Bonvicinus, 1250–1313; Riva, Bonvensin da, 1250–1313; Riva, Bonvesin da la, 1250–1313; Riva, Bonvesin da, 1250–1313; Riva, Bonvesin de la, 1250–1313; Riva, Buonvicino de la, 1250–1313","Da Riva, Bonvesin da, 1250–1313; La Riva, Bonvesin de, 1250–1313; Ripa, Bonvicinus de, 1250–1313",,1250-01-01,1250,1250,1250,,,1314-01-01,1314,1314,1314,,,,,,,,,,,,,,,,,,
person_205295992,http://catalogue.bnf.fr/ark:/12148/cb11986231s,http://d-nb.info/gnd/118643363,http://www.isni.org/isni/0000000447076272,http://id.loc.gov/authorities/names/n81129741,,,,http://www.idref.fr/02792372X/id,https://viaf.org/viaf/205295992,http://www.wikidata.org/entity/Q345524,,,"William, of Malmesbury, approximately 1090–1143",,"Guglielmo, di Malmesbury, 1080–1142; Guilelmus Bibliothecarius, 1080–1142; Guilelmus Malmesburiensis, 1080–1142; Guilelmus Meldunensis, 1080–1142; Guilelmus, Bibliothecarius, 1080–1142; Guilelmus, Malmesbirensis, 1080–1142; Guilelmus, Malmesbiriensis, 1080–1142; Guilelmus, Malmesburiensis, 1080–1142; Guilelmus, Meldunensis, 1080–1142; Guilelmus, Somersetensis, 1080–1142; Guilelmus, Somerset, 1080–1142; Guilelmus, Wigorniensis, 1080–1142; Guilelmus, de Malmesbury, 1080–1142; Guillaume de Malmesbury, 1080–1142; Guillaume, de Malmesbury, 1080–1142; Guillelmus Bibliothecarius, 1080–1142; Guillelmus Malmesburiensis, 1080–1142; Guillermo, de Malmesbury, 1080–1142; Malmesbury, William, 1080–1142; Wilhelmus Malmesburiensis, 1080–1142; Wilhelmus, Malmesburiensis, 1080–1142; Wilhelmus, Somersetensis, 1080–1142; Wilhelmus, Sommersetensis, 1080–1142; Wilhelm, Somersetensis, 1080–1142; Willelmus, Malmesbiriensis, 1080–1142; Willelmus, Meldunensis, 1080–1142; William, Malmesbury, 1080–1142; William, of Malmesbury, 1080–1142; William, von Malmesbury, 1080–1142; Willielmus, Malmesbiriensis, 1080–1142","Guglielmo di Malmesbury, 1080–1142; Malmesbury, William of, 1080–1142",,1090-01-01,1090,1090,1090,,,1143-01-01,1143,1143,1143,,,,,,,,,,,,,,,,,,
person_205387146,,http://d-nb.info/gnd/100953409 https://d-nb.info/gnd/1157533353,,,,,,http://www.idref.fr/139601007/id,https://viaf.org/viaf/89283135 https://viaf.org/viaf/205387146,,,,"Matthew, of Westminster",,"Matthaeus, Westmonasteriensis; Mathew, of Westminster; Matthaeus, Florigerus; Matthaeus, Florilegus; Matthäus, von Westminster; Matthieu, de Westminster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_205653862,,http://d-nb.info/gnd/1089600275 http://d-nb.info/gnd/1089821573 http://d-nb.info/gnd/11864131X,,,,,https://pinakes.irht.cnrs.fr/notices/auteur/id/2082,http://www.idref.fr/027047881/id,https://viaf.org/viaf/205653862,,,,"Nicomachus, Gerasenus, 2nd cent.",,"Nichomachus, of Gerasa, ca. 2. Jh.; Nicomachus Gerasenus, ca. 2. Jh.; Nicomachus, Mathematicus, ca. 2. Jh.; Nicomachus, ca. 2. Jh.; Nicomachus, of Gerasa, ca. 2. Jh.; Nicomachus, the Pythagorean, ca. 2. Jh.; Nicomachus, von Gerasa, ca. 2. Jh.; Nicomaco, Matematico Neoplatonico, ca. 2. Jh.; Nicomaco, di Gerasa, ca. 2. Jh.; Nicomaque, de Gérase, ca. 2. Jh.; Nikomachos, Gerasinos, ca. 2. Jh.; Nikomachos, Mathematiker, ca. 2. Jh.; Nikomachos, Neuplatonischer Mathematiker, ca. 2. Jh.; Nikomachos, Neupythagoreer, ca. 2. Jh.; Nikomachos, ca. 2. Jh.; Nikomachos, von Gerasa, ca. 2. Jh.",,,100,100,100,100,,,150,150,150,150,,,,,,,,,,,,,,,,,,
person_206383504,http://catalogue.bnf.fr/ark:/12148/cb130918226,http://d-nb.info/gnd/100948375,http://www.isni.org/isni/0000000108235881,http://id.loc.gov/authorities/names/n84006967,,,https://pinakes.irht.cnrs.fr/notices/auteur/id/337,http://www.idref.fr/028641280/id,https://viaf.org/viaf/206383504,http://www.wikidata.org/entity/Q26648 https://www.wikidata.org/wiki/Q61472295,,,"Argyropoulos, Iōannēs, –1486",,"Argiropilus, Johannes, 1415–1487; Argiropolus, Johannes, 1415–1487; Argiropulo, Giovanni, 1415–1487; Argiropylus, Iōannēs, 1415–1487; Argiropylus, Joannes, 1415–1487; Argiropylus, Johannes, 1415–1487; Argyropilos, Iōannēs, 1415–1487; Argyropilus, Johannes, 1415–1487; Argyropolis, Johannes, 1415–1487; Argyropolus, Johannes, 1415–1487; Argyropoulos, Joannes, 1415–1487; Argyropoulos, Johannes, 1415–1487; Argyropulos, Iōannēs, 1415–1487; Argyropulos, Johannes, 1415–1487; Argyropulus, Johannes, 1415–1487; Argyropulus, 1415–1487; Argyropylos, Joannes, 1415–1487; Argyropylos, Johannes, 1415–1487; Argyropylus, Ioannes, 1415–1487; Argyropylus, Iōannēs, 1415–1487; Argyropylus, Johannes, 1415–1487; Argyropylus, Byzantius, 1415–1487; Iōannēs, Argyropulos, 1415–1487; Iōannēs, ho Argyropulus, 1415–1487; Joannes, Argyropoulos, 1415–1487; Johannes Argyropulus, 1415–1487; Johannes Argyropylos, 1415–1487; Johannes, Argyropolus, 1415–1487","Giovanni, Argiropulo, 1415–1487; Iōannes, ho Argyropulus, 1415–1487; Jean, Argyropulo, 1415–1487",,1410-01-01,1410,1410,1410,,,1486-06-26,1486,1486,1486,,,,,,,,,,,,,,,,,,
person_207075478,,http://d-nb.info/gnd/1050678435,,http://id.loc.gov/authorities/names/no2003030751,,,,http://www.idref.fr/083315624/id,https://viaf.org/viaf/207075478,http://www.wikidata.org/entity/Q18526300,,,"Davy, Adam, 14th cent.",,,Adam Davy,,,,,,,,,,,,,,,,,,1300,1400,,,,,,,,,,
person_207156615,https://catalogue.bnf.fr/ark:/12148/cb145568488,,http://www.isni.org/isni/0000000358270807,,,,,http://www.idref.fr/111232686/id,https://viaf.org/viaf/207156615,https://www.wikidata.org/wiki/Q3761958,,,"Giacomino da Verona, 125?–129?",,,,,1250,1250,1250,1250,,,1299,1299,1299,1299,,,,,,,,,,,,,,,,,,
person_207244871,http://catalogue.bnf.fr/ark:/12148/cb121974290,http://d-nb.info/gnd/118548395,http://www.isni.org/isni/0000000426621550,http://id.loc.gov/authorities/names/n79144828,,,,http://www.idref.fr/068526784/id http://www.idref.fr/027429601/id,https://viaf.org/viaf/207244871,http://www.wikidata.org/entity/Q71997 https://www.wikidata.org/wiki/Q42392775,,,"Heinrich, von Langenstein, approximately 1325–1397",,"Hainbuch von Langenstein, Heinrich, 1325–1397; Hassia de Langenstein, Henricus de, 1325–1397; Hassia, Henricus de, 1325–1397; Heinbuch von Langenstein, Heinrich, 1325–1397; Heinbuche, Heinrich, 1325–1397; Heinrich Hainbuch von Langenstein, 1325–1397; Heinrich Heinbuch von Langenstein, 1325–1397; Heinrich von Hessen der Aeltere, 1325–1397; Heinrich, Heinbuche von Langenstein, 1325–1397; Heinrich, Heinbuche, 1325–1397; Heinrich, Heynbuch, 1325–1397; Heinrich, von Hainbuch, 1325–1397; Heinrich, von Hassen, 1325–1397; Heinrich, von Hessen d.Ä., 1325–1397; Heinrich, von Hessen, der Ältere, 1325–1397; Heinrich, von Hessen, 1325–1397; Heinrich, von Langenstein, 1325–1397; Heinricus, de Hassia, 1325–1397; Henricus Heinbuche von Langenstein, 1325–1397; Henricus Langenstein, de Hassia, 1325–1397; Henricus de Hassia, senior, 1325–1397; Henricus, Heinbuche de Hassia, 1325–1397; Henricus, Heinbuche de Langenstein, 1325–1397; Henricus, Heinbuche, 1325–1397; Henricus, Hembuche, 1325–1397; Henricus, Langensteiniensis, 1325–1397; Henricus, de Hassia Sen., 1325–1397; Henricus, de Hassia de Langenstein, 1325–1397; Henricus, de Hassia, Senior, 1325–1397; Henricus, de Hassia, 1325–1397; Henricus, de Langenskin, 1325–1397; Henri, de Hesse, 1325–1397; Henry, of Hesse, 1325–1397; Langenstein, Enrique de, 1325–1397; Langenstein, Heinrich Hainbuch von, 1325–1397; Langenstein, Heinrich Heinbuch von, 1325–1397; Langenstein, Heinrich Heinbuche de, 1325–1397; Langenstein, Heinrich von, 1325–1397; Langenstein, Henricus de Hassia de, 1325–1397; Langenstein, Henricus de, 1325–1397; Langenstein, Henricus von, 1325–1397; Pseudo-Henricus, de Langenstein, 1325–1397; Von Langenstein, Heinrich Heinbuch, 1325–1397; Von Langenstein, Heinrich, 1325–1397","Langensteijn de Hassia, Henricus, 1325–1397; Pseudo-Henricus, de Hassia, 1325–1397; Von Langenstein, Heinrich Hainbuch, 1325–1397",,1325-01-01,1325,1325,1325,,,1397-02-11,1397,1397,1397,,,,,,,,,,,,,,,,,,
person_207294048,http://catalogue.bnf.fr/ark:/12148/cb16561292c,,http://www.isni.org/isni/0000000140661274,,,,,,https://viaf.org/viaf/207294048,,,,"Michele da Figline, fl. 1489",,ba0yba0y fre 0 Michele da Figline ; Da Figline Michele,,,1450,1450,1450,1450,,,1450,1450,1450,1450,,,,,,,,,,,,,,,,,,
person_207471336,,,,,,,,,,,,,"Severus, Gabriel, approximately 1540-1616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_207783919,http://catalogue.bnf.fr/ark:/12148/cb125467355,http://d-nb.info/gnd/1089392974 https://d-nb.info/gnd/1089821220,http://www.isni.org/isni/000000035831139X,http://id.loc.gov/authorities/names/n2001062282,,,,http://www.idref.fr/15512627X/id,https://viaf.org/viaf/207783919,http://www.wikidata.org/entity/Q3940064,,,"Roffredus, Beneventanus, approximately 1170–1243?",,"Odofredus, Bononiensis, 1170–1243; Roffredus, Beneventanus, 1170–1243; Roffredus, de Epiphaniis, 1170–1243","Odoffredus, Beneventanus, 1170–1243",,1170,1170,1170,1170,,,1243,1243,1243,1243,,,,,,,,,,,,,,,,,,
person_208354239,http://catalogue.bnf.fr/ark:/12148/cb122060189,http://d-nb.info/gnd/134330285,http://www.isni.org/isni/0000000109290583,http://id.loc.gov/authorities/names/n77001954,,,,,https://viaf.org/viaf/208354239,http://www.wikidata.org/entity/Q4942368,,,"Blackburn, Bonnie J., 1939-",,"Blackburn, Bonnie J. ; Blackburn, Bonnie Jean 1939- navo https://d-nb.info/standards/elementset/gnd#FullerFormOfNameOfThePerson Vollstaendiger Name ; Blackburn, Bonnie 1939-",,,1939-07-15,1939,1939,1939,,,,,,,,,,,,,,,,,,,,,,,,
person_209749583,https://catalogue.bnf.fr/ark:/12148/cb12042481p,,http://www.isni.org/isni/0000000070959090,http://id.loc.gov/authorities/names/no2009125324,,,,http://www.idref.fr/028627962/id,https://viaf.org/viaf/209749583 https://viaf.org/viaf/96846554,,,,"Bede, the Venerable, pseudo",,Ps. Beda; Ps.-Bede,Pseudo-Bede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
person_210369437,,http://d-nb.info/gnd/172068215,,,,,,,https://viaf.org/viaf/210369437,,,,"Elias, Cretensis, fl. c. 1100",,"Elias, Metropolit; Elias, von Kreta",,,,,,,,,,,,,,,Ende 11./Anfang 12. Jh.,,,,1090,1110,,,,,,,,,,
person_210864072,,,http://www.isni.org/isni/0000000000309877,http://id.loc.gov/authorities/names/no2014086437,,,,,https://viaf.org/viaf/210864072,http://www.wikidata.org/entity/Q7795525,,,"Thomas, the Cistercian, –1190",,"Thomas, Cisterciensis, –1190; Thomas, Monk of Perseigne, –1190; Thomas, de Clairvaïx, –1190; Thomas, de Perseigne, –1190; Thomas, de Persenia, –1190; Thomas, de Valcellis, –1190; Thomas, de Vaucelles, –1190; Thomas, le cistercien, –1190; Thomas, of Perseigne, –1190; Thomas, of Vaucelles, –1190; Thomas, von Cîtaux, –1190; Thomas, von Clairvaux, –1190; Thomas, von Vancelles, –1190","Perseigne, Thomas de, –1190",,,,,,,,1190,1190,1190,1190,,,,,,,,,,,,,,,,,,
person_211900592,,http://d-nb.info/gnd/101747883X,,,,,,,https://viaf.org/viaf/211900592,http://www.wikidata.org/entity/Q8006659,,,"Selling, William, c. 1430–1494",,"Guilelmus Tillaeus 1430-1494 ; Celling, William 1430-1494 ; Cellingus, William 1430-1494 ; Cellyng, William 1430-1494 ; Guilelmus Cellingus 1430-1494 ; Guillelmus Ecclesiae Christi Cantuariensis Prior 1430-1494 ; Guillelmus Sellyng 1430-1494 ; Selling, William 1430-1494 ; Sellingh, William 1430-1494 ; Sellyng, William 1430-1494 ; Sellynge, William 1430-1494 ; Tillaeus, William 1430-1494 ; Tyll, William 1430-1494 ; William Tilly of Selling 1430-1494 ; Sellyng, William, c. 1430–1494",,,1430,1430,1430,1430,,,1494,1494,1494,1494,,,,,,,,,,,,,,,,,,
person_212020527,http://catalogue.bnf.fr/ark:/12148/cb165581781,http://d-nb.info/gnd/100769055,http://www.isni.org/isni/0000000358692911,,,,,http://www.idref.fr/108945502/id,https://viaf.org/viaf/212020527,,,,"Allard, Joseph F.",,,,,1795,1795,1795,1795,,,1831-10-20,1831,1831,1831,,,,,,,,,,,,,,,,,,
person_212118949,,,http://www.isni.org/isni/0000000123205816,http://id.loc.gov/authorities/names/n86030216,,,https://pinakes.irht.cnrs.fr/notices/auteur/id/2922,http://www.idref.fr/133550524/id,https://viaf.org/viaf/212118949,http://www.wikidata.org/entity/Q1240239,,,"Korydalleus, Theophilos, approximately 1570–1646",,"Korydalleus, Theophilos, ca. 1570–1646","Corydalée, Théophile, approximately 1570–1646; Theophilos, ho Korydalleus, approximately 1570–1646",,1570-01-01,1570,1570,1570,,,1646-01-01,1646,1646,1646,,,,,,,,,,,,,,,,,,
person_212804391,http://catalogue.bnf.fr/ark:/12148/cb13205642q,http://d-nb.info/gnd/119169096,http://www.isni.org/isni/0000000108028284,http://id.loc.gov/authorities/names/n84135095,,,https://pinakes.irht.cnrs.fr/notices/auteur/id/505,http://www.idref.fr/073270016/id,https://viaf.org/viaf/212804391,http://www.wikidata.org/entity/Q3434480,,,"Basil, Bishop of Seleucia",,"Basileios, Archiepiskopos Seleukias, –468 ; Basileios, Bischof, –468 ; Basileios, Metropolit, –468 ; Basileios, Seleukias Archiepiskopos, –468 ; Basileios, von Seleucia, –468 ; Basileios, von Seleukeia, –468 ; Basileios, von Seleukia, –468 ; Basile, de Séleucie, –468 ; Basilius Seleuciae, –468 ; Basilius, Archiepiscopus Seleuciae, –468 ; Basilius, Episcopus Seleuciae, –468 ; Basilius, Episcopus, –468 ; Basilius, Isauria, Episcopus, –468 ; Basilius, Isauria, –468 ; Basilius, Isauricus, –468 ; Basilius, Scriptor Ecclesiasticus, –468 ; Basilius, Seleuciae Archiepiscopus, –468 ; Basilius, Seleucia, –468 ; Basilius, Seleuciensis, –468 ; Basilius, de Seleucia, –468 ; Basilius, von Seleucia, –468",,,435,435,435,435,,,468,468,468,468,,,,,,,,,,,,,,,,,,
person_213137954,,,http://www.isni.org/isni/000000035922356X,,,,,,https://viaf.org/viaf/213137954,http://www.wikidata.org/entity/Q21634574,,,"Pradel, Charles de, 1644?-1696",,"Charles de Pradel évêque de l’Église catholique en France fr ; Pradel, Carolus de",,,1644,1644,1644,1644,,,1696-09-17,1696,1696,1696,,,,,,,,,,,,,,,,,,
person_213594231,,http://d-nb.info/gnd/178507431,http://www.isni.org/isni/0000000394293264,,,,,,https://viaf.org/viaf/213594231,,,,"Spalding, Richard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
